composition,Tc_exp,contains_re
La0.95Nd0.05Mn0.8Cr0.2O3,151.0,True
La0.95Sr0.05Mn0.5Co0.5O3,147.0,True
La0.95Sr0.05MnO3,255.0,True
La0.95Tb0.05Fe11.5Si1.5,194.06,True
La0.95Tb0.05Sr1/3MnO3,376.0,True
La0.95Zr0.05MnO3,301.0,True
La0.96Ba0.04MnO3,180.0,True
La0.96Fe10.98Si1.98B0.09,211.0,True
La0.975Ag0.025MnO3,117.0,True
La0.97Ag0.03MnO3,272.0,True
La0.97MnO3,118.0,True
La0.97Pr0.03Fe8.94Co0.45Si1.21,250.0,True
La0.97Y0.03Sr2Mn2O7,320.0,True
La0.98Ba0.02MnO3,177.0,True
La0.98Ca0.02Mn0.9Cu0.1O3,168.63,True
La0.98Fe10.84Si2.08B0.11,230.0,True
La0.99Na0.01MnO3,237.0,True
La0.99Y0.01Sr2Mn2O7,320.0,True
La0.9Ag0.1MnO3,259.5,True
La0.9Ag0.1MnO3-δ,318.0,True
La0.9Ba0.05MnO3,230.0,True
La0.9Ba0.1Mn0.95O3,230.0,True
La0.9Ba0.1Mn0.99Cr0.01O3,225.0,True
La0.9Ba0.1Mn0.9Cr0.1O3,216.0,True
La0.9Ba0.1MnO3,220.0,True
La0.9Ba0.1MnO3+δ,238.333333333333,True
La0.9Bi0.1MnO3,120.0,True
La0.9Ca0.1Mn0.9Cu0.1O3,152.73,True
La0.9Ca0.1Mn0.9Li0.1O3,190.0,True
La0.9Ca0.1Mn2Ge2,315.0,True
La0.9Ca0.1MnO2.986,150.0,True
La0.9Ca0.1MnO3,145.0,True
La0.9Ca0.1MnO3.054,202.0,True
La0.9Cd0.1MnO3,219.0,True
La0.9Ce0.1)0.7Ca0.3MnO3,244.0,True
La0.9Ce0.1Fe11.41Mn0.29Si1.3H1.8,279.0,True
La0.9Ce0.1Fe11.5Si1.5,188.0,True
La0.9Ce0.1Fe11.7Si1.3H1.8,325.0,True
La0.9Dy0.1)2/3Ca1/3MnO3,176.0,True
La0.9Dy0.1Fe11.0Co0.7Si1.3,265.5,True
La0.9Er0.1Fe11.44Si1.56,207.0,True
La0.9Er0.1MnO3,216.0,True
La0.9Gd0.1)2/3Ca1/3MnO3,182.0,True
La0.9Gd0.1Fe11.5Si1.5,196.0,True
La0.9K0.1MnO3,271.0,True
La0.9Mn0.98Co0.02O3,245.0,True
La0.9Mn0.98Fe0.02O3,224.0,True
La0.9Mn0.98O3,260.0,True
La0.9MnO3,272.0,True
La0.9MnO3+δ,180.0,True
La0.9Na0.1Mn0.9Fe0.1O3,150.0,True
La0.9Na0.1MnO3,279.0,True
La0.9Na0.1MnO3-δ,323.0,True
La0.9Nd0.1Fe12B6,58.0,True
La0.9Nd0.1Mn0.8Cr0.2O3,147.0,True
La0.9Pb0.1MnO3,235.0,True
La0.9Sm0.1Ni2.0Co3.0,575.9,True
La0.9Sr0.1MnO3,280.0,True
La0.9Sr1.1CoO4,147.5,True
La0.9Tb0.1)2/3Ca1/3MnO3,166.0,True
La0.9Tb0.1Fe11.5Si1.5,194.04,True
La0.9Te0.1MnO3,238.0,True
La0.9Y0.1Co4.7C0.3,846.15,True
La0.9Y0.1Mn2Si2,310.0,True
La0.9Y0.1Sr2Mn2O7,320.0,True
La0.9Zr0.1MnO3,246.0,True
La1,0.0,True
La1-xSrxMnO3,360.0,True
La1.0Fe10.2Co1.0Si1.8,312.0,True
La1.0Fe11.5Si1.5,333.1,True
La1.0Pr0.4Ca1.6Mn2O7,221.0,True
La1.1Bi0.3Sr1.6Mn2O7,340.0,True
La1.1Fe11.5Si1.5,332.6,True
La1.1Pr0.3Ca1.6Mn2O7,232.0,True
La1.2(Sr0.9Ca0.1)1.8Mn2O7,98.0,True
La1.2(Sr1.4Ca0.4)Mn2O7,102.0,True
La1.25Dy0.05Sr1.7Mn2O7,200.0,True
La1.25Sr0.75MnCoO6,217.0,True
La1.25Sr1.75Mn2O7,128.0,True
La1.2Ca0.8CoIrO6,84.0,True
La1.2Ca1.8Mn2O7,166.5,True
La1.2Dy0.1Sr1.7Mn2O7,170.0,True
La1.2Fe11.5Si1.5,330.9,True
La1.2Fe11.6Si1.4,184.0,True
La1.2Fe11.6Si1.4B0.75,191.0,True
La1.2Mn2O7Sr1.8,118.0,True
La1.2Nd0.2Ca1.6Mn2O7,78.0,True
La1.2Pr0.2Ca1.6Mn2O7,169.75,True
La1.2Sm0.2Ca1.6Mn2O7,85.5,True
La1.2Sr0.8CoO4,211.0,True
La1.2Sr1.65Ca0.15Mn2O7,128.0,True
La1.2Sr1.8(Mn0.8Ru0.2)2O7,160.0,True
La1.2Sr1.8Mn2O7,126.0,True
La1.32Gd0.08Ca1.6Mn2O7,210.0,True
La1.32Sr1.68Mn2O7,131.0,True
La1.34Gd0.06Ca1.6Mn2O7,222.0,True
La1.34Sn0.66Mn2O7,250.0,True
La1.34Sr1.66Mn2O7,118.0,True
La1.364Sr1.636Mn2O7,116.0,True
La1.36Gd0.04Ca1.6Mn2O7,228.0,True
La1.36Sr1.64Mn2O7,120.0,True
La1.374Sr1.626Mn2O7,76.0,True
La1.37Sr1.63Mn2O7,107.0,True
La1.38Gd0.02Ca1.6Mn2O7,252.0,True
La1.3Fe11.5Si1.5,332.1,True
La1.3Gd0.1Ca1.6Mn2O7,192.0,True
La1.3Pr0.1Ca1.6Mn2O7,254.0,True
La1.3Sr1.7Mn1.95Al0.05O7,90.0,True
La1.3Sr1.7Mn1.9Al0.1O7,64.0,True
La1.3Sr1.7Mn2O7,125.0,True
La1.4(Sr0.4Ba0.6)1.6Mn2O7,94.0,True
La1.4(Sr0.8Ba0.2)1.6Mn2O7,139.0,True
La1.4(Sr1.6)Mn2O7,161.0,True
La1.4Ca1.0Ba0.6Mn2O7,185.0,True
La1.4Ca1.2Ba0.4Mn2O7,163.0,True
La1.4Ca1.4Ba0.2Mn2O7,144.0,True
La1.4Ca1.6Mn2O7,215.0,True
La1.4Sr0.2Ca1.4Mn2O7,268.0,True
La1.4Sr0.6Ca1.0Mn2O7,320.0,True
La1.4Sr1.6(Mn0.975Cr0.025)2O7,117.0,True
La1.4Sr1.6Mn2O7,113.0,True
La1.5Bi0.5MnCoO6,180.0,True
La1.5Ca0.5(Co0.5Fe0.5)IrO6,112.0,True
La1.5Ca0.5CoIrO6,86.0,True
La1.5Ca0.5CoMnO6,151.0,True
La1.5Sr0.5CoIrO6,68.0,True
La1.5Sr0.5CoMnO6,226.0,True
La1.5Tb0.5CoMnO6,144.0,True
La1.6Bi0.4MnNiO6,255.0,True
La1.7Fe11Co0.8Si1.2,272.5,True
La1.7Y0.3CoMnO6,184.0,True
La1.80Ba0.20CuSnO6,136.0,True
La1.85Ba0.15CuSnO6,142.0,True
La1.8Ca0.2CoIrO6,94.0,True
La1.8Sm0.2NiMnO6,245.0,True
La1.8Y0.2CoMnO6,185.0,True
La1.90Ba0.10CuSnO6,154.0,True
La1.92Mn1.29Mo0.71O5.84,89.0,True
La1.92Sr0.08CoMnO6,215.0,True
La1.94Bi0.06NiMnO6,277.0,True
La1.95Ba0.05CuSnO6,174.0,True
La1.96Sr0.04CoMnO6,214.0,True
La1.98Mn1.11Mo0.89O5.93,139.0,True
La1.98Sr0.02CoMnO6,212.0,True
La1.9Bi0.1FeCrO6,450.0,True
La1.9Sm0.1NiMnO6,253.0,True
La1.9Y0.1CoMnO6,200.0,True
La1/2Ca1/2MnO3,225.0,True
La1/3Nd1/3Ba1/3MnO3,246.0,True
La1/3Nd1/3Ca1/3MnO3,150.0,True
La1/3Sr2/3CoO3,235.0,True
La18Li8Fe4.5In0.5O39,7.6,True
La1Mn1Si1,295.0,True
La1Mn1Si2,386.0,True
La1Mn2O8Sr3,295.0,True
La1Mn2Si2,306.5,True
La2-2xSr1+2xMn2O7,90.0,True
La2.1MnGe2.2,300.0,True
La2/3.06Ca1/3-0.06Mn0.94Cr0.06O3,212.0,True
La2/3Ba1/3MnO2.90,268.0,True
La2/3Ba1/3MnO3,337.0,True
La2/3Ca1/3Mn0.94Cr0.06O3,226.0,True
La2/3Ca1/3MnO3,254.0,True
La2/3Sr1/3Mn0.0Co1.0O3,212.0,True
La2/3Sr1/3Mn0.5Co0.5O3,147.0,True
La2/3Sr1/3MnO3,365.0,True
La2/3Sr1/3MnO3:sebacic acid (10% w/w),360.0,True
La2/3Sr1/3MnO3:sebacic acid (15% w/w),360.0,True
La2/3Sr1/3MnO3:sebacic acid (20% w/w),360.0,True
La2/3Sr1/3MnO3:sebacic acid (5% w/w),360.0,True
La2BaCuO5,5.2,True
La2Co0.2Fe0.8MnO6,69.0,True
La2Co0.8Fe0.2MnO6,208.0,True
La2Co10Fe6Mo,899.15,True
La2Co12Fe4Mo,921.15,True
La2Co13Fe3Mo,917.15,True
La2Co14B,955.0,True
La2Co14Fe2Mo,912.15,True
La2Co15.5Mo1.5,867.15,True
La2Co15FeMo,911.15,True
La2Co15Mo2,860.15,True
La2Co16.5Mo0.5,1011.15,True
La2Co16Mo,886.15,True
La2Co16Ti,609.15,True
La2Co7,490.0,True
La2Co7H5,300.0,True
La2CoIrO6,97.0,True
La2CoMnO6,210.4,True
La2CrNiO6,109.0,True
La2Cu0.9Fe0.1IrO6,57.0,True
La2CuMnO6,24.7,True
La2Fe11Si2,199.0,True
La2Fe14B,530.0,True
La2FeMnO6,591.0,True
La2MnCoO6,226.0,True
La2MnCoO6 (quenched),134.0,True
La2MnNiO6,280.0,True
La2MnRuO6,116.71,True
La2Ni(Ni1/3Sb2/3)O6,100.0,True
La2Ni0.25Co0.75MnO6,238.0,True
La2Ni0.2Co0.8MnO6,232.0,True
La2Ni0.5Co0.5MnO6,243.0,True
La2Ni0.75Co0.25MnO6,255.0,True
La2Ni0.8Co0.2MnO6,260.0,True
La2Ni4/3Sb2/3O6,98.0,True
La2Ni7,67.5,True
La2NiMn0.2Ru0.8O6,38.0,True
La2NiMn0.5Ru0.5O6,175.0,True
La2NiMn0.75Ru0.25O6,200.0,True
La2NiMn0.9Ru0.1O6,242.0,True
La2NiMnO6,274.0,True
La2NiMnO6/LaMnO3,280.0,True
La2Sm0.4Sr0.6Mn2O7,355.0,True
La3Co29Si4B10,151.5,True
La3Co2SbO9,55.0,True
La3Co2TaO9,72.0,True
La3Cr0.4V0.6As5,3.5,True
La3Cr0.6V0.4As5,4.6,True
La3Cr0.7V0.3As5,11.6,True
La3Cr0.9V0.1As5,31.5,True
La3CrAs5,50.0,True
La3Mn2NbO9,19.0,True
La3Ni1.5Cu0.5NbO9,110.0,True
La3Ni1.75Cu0.25NbO9,90.0,True
La3Ni1.75Cu0.25SbO9,130.0,True
La3Ni1.75Cu0.25TaO9,110.0,True
La4/3Sr5/3Mn2O7,115.0,True
La49Lu50Tb50,1.5,True
La4Ba2Cu2O10,5.0,True
La5/8Ca3/8MnO3,269.1,True
La5Mo3.15Fe0.85O16,110.0,True
La5Mo3.8Fe0.2O16,110.0,True
La5Mo3.8Mg0.2O16,100.0,True
La5Mo3.95Mn0.05O16,100.0,True
La5Mo4O16,154.0,True
La5Os3MnO16,170.0,True
La5Re3CoO16,33.0,True
La5Re3NiO16,25.0,True
La6Mn10Al4,200.0,True
La7/8Sr1/8MnO3,190.0,True
La75Mn150O499Sr125,130.0,True
La98Lu115Tb85,1.3,True
LaBaCo2O6,187.5,True
LaBaMn2O6,330.0,True
LaBiMn1.5Ni0.5O6,75.0,True
LaBiMnCoO6,165.0,True
LaCaCoIrO6,64.0,True
"LaCe(Fe,Mn,Si)13",298.0,True
LaCeCo16Ti,566.15,True
LaCeCo7,260.0,True
LaCo0.5Fe0.5O3,360.0,True
LaCo0.6Ni0.4O3,65.0,True
LaCo12B6,160.0,True
LaCo13,1290.0,True
LaCo2P2,125.0,True
LaCo4.7C0.3,841.15,True
LaCo5,840.0,True
LaCo5H3.35,300.0,True
LaCo5H4.3,300.0,True
LaCo9.1Si3.9,36.0,True
LaCo9.2Si3.8,79.0,True
LaCoO3,82.5,True
LaCoO3/SrCoO2.5/SrTiO3,80.0,True
LaCoO3/SrCuO2 (L8S2),100.0,True
LaCoPO,43.0,True
LaCr0.1Mn0.9O3,170.0,True
LaCr0.3Mn0.7O3,186.0,True
LaCr0.9Ru0.1O3,287.0,True
LaCrGe3,86.2,True
LaCrSb3,138.0,True
LaFe0.5Mn0.5O3,425.0,True
LaFe0.9Co0.1O3,390.0,True
LaFe10.1Ga2.9C,410.0,True
LaFe10.5Si2.5,262.0,True
LaFe10.65Co0.85Si1.5C0.2,321.0,True
LaFe10.6Co1.0Si1.4,305.0,True
LaFe10.78Co0.92Al1.3,300.0,True
LaFe10.7Co0.8Si1.5C0.2,311.0,True
LaFe10.82Si1.82,208.0,True
LaFe10.84Co0.66Ni0.3Si1.2,294.0,True
LaFe10.85Co0.75Si1.4C0.15,297.0,True
LaFe10.86Si1.62,200.0,True
LaFe10.87Co0.63Si1.5C0.2,298.0,True
LaFe10.8Co0.8Si1.4,285.0,True
LaFe10.8Co0.9Si1.3C0.15,315.0,True
LaFe10.8Mn0.7Si1.5,186.0,True
LaFe10.8Si2.2,245.0,True
LaFe10.8Si2.2C0.5,321.3,True
LaFe10.92Co0.78Al1.3,286.0,True
LaFe10.92Co1.08Si1.2,306.0,True
LaFe10.94Co0.66Ni0.2Si1.2,285.0,True
LaFe10.94Si1.52,198.0,True
LaFe10.9Al2.1,200.0,True
LaFe10.9Al2.1N3,300.0,True
LaFe10.9Co0.7Si1.4/Nb,273.333333333333,True
LaFe10.9Si2.1,234.0,True
LaFe11.04Co0.66Ni0.1Si1.2,272.0,True
LaFe11.0Co0.5Si1.5C0.2,275.0,True
LaFe11.0Co0.7Si1.3,267.0,True
LaFe11.0Co0.8Si1.2,278.0,True
LaFe11.0Cu0.5Si1.5,219.0,True
LaFe11.0Mg0.5Si1.5,197.0,True
LaFe11.0Ni0.5Si1.5,253.0,True
LaFe11.0Si2.0,230.0,True
LaFe11.1Mn0.4Si1.5,187.5,True
LaFe11.1Si1.9,219.0,True
LaFe11.2Co0.5Si1.3C0.15,263.0,True
LaFe11.2Mn0.3Si1.5,198.0,True
LaFe11.2Mn0.3Si1.5N3,374.0,True
LaFe11.2Si1.8,216.0,True
LaFe11.31Si1.69,200.0,True
LaFe11.31Si1.69H1.45,330.0,True
LaFe11.384Mn0.356Si1.26-H1.52,289.1,True
LaFe11.3Co0.2Si1.5,280.0,True
LaFe11.3Co0.6Si1.1,259.0,True
LaFe11.3Si1.7,203.0,True
LaFe11.3Si1.7Hz,338.2,True
LaFe11.3Si1.7Hz (Cu-coated),333.3,True
LaFe11.44Si1.56,200.0,True
LaFe11.4Co0.3Si1.3C0.15,249.0,True
LaFe11.4Co0.4Si1.2,247.0,True
LaFe11.4Ni0.2Si1.4 (annealed at 1343 K),252.19,True
LaFe11.4Si1.6,212.0,True
LaFe11.4Si1.6B14.8Nb4,491.0,True
LaFe11.4Si1.6B19Nb4,500.0,True
LaFe11.4Si1.6B23.2Nb4,504.0,True
LaFe11.4Si1.6H0.21,234.5,True
LaFe11.4Si1.6H0.41,266.6,True
LaFe11.4Si1.6H0.86,281.7,True
LaFe11.51Si1.51,183.0,True
LaFe11.57Si1.43,210.2,True
LaFe11.57Si1.43H,308.08,True
LaFe11.5Al1.5B0.1,178.0,True
LaFe11.5Al1.5B0.2,183.0,True
LaFe11.5Al1.5B0.3,189.0,True
LaFe11.5Al1.5C0.1,191.0,True
LaFe11.5Al1.5C0.2,226.0,True
LaFe11.5Al1.5C0.5,262.0,True
LaFe11.5Co0.1Si1.4,207.0,True
LaFe11.5Si1.5,195.0,True
LaFe11.5Si1.5C0.7,321.3,True
LaFe11.5Si1.5D0.7,264.3,True
LaFe11.5Si1.5D1.49,321.0,True
LaFe11.5Si1.5H1.19,329.8,True
LaFe11.5Si1.5H2.0,356.0,True
LaFe11.5Si1.5N3,405.0,True
LaFe11.65Si1.35,213.0,True
LaFe11.65Si1.35 + MgNiYHx,333.0,True
LaFe11.65Si1.35 + MgNiYHx + Sn3.0Ag0.5Cu,333.0,True
LaFe11.6Co0.4Si1,289.5,True
LaFe11.6Si1.4,199.0,True
LaFe11.6Si1.4/Nb,191.666666666667,True
LaFe11.6Si1.4/Ta,196.0,True
LaFe11.6Si1.4B0,195.0,True
LaFe11.6Si1.4B0.06,188.0,True
LaFe11.6Si1.4B0.1,190.6,True
LaFe11.6Si1.4B0.2,195.0,True
LaFe11.6Si1.4B0.3,196.65,True
LaFe11.6Si1.4B0.5,198.3,True
LaFe11.6Si1.4C0.06,206.0,True
LaFe11.6Si1.4H,336.5,True
LaFe11.7Co0.2Si1.1,199.5,True
LaFe11.7Si1.3,190.0,True
LaFe11.7Si1.3N1.3,230.0,True
LaFe11.83Si1.17,174.8,True
LaFe11.8Si1.2,193.5,True
LaFe11Co0.8Si1.2,290.0,True
LaFe11Si2,250.0,True
LaFe12.8Si1.4H,336.5,True
LaFe13-xSix,154.0,True
LaFe13.1Co0.7Si1.4,330.0,True
LaFe13.92Si1.4,190.0,True
LaFe13.9Si1.4H,336.5,True
LaFe15.1Si1.4H,336.5,True
LaFe16.2Si1.4H,336.5,True
LaFe2Si,154.0,True
LaFe4Al8,135.4,True
LaFe5Si,250.0,True
LaFe8.5Ge3.5,870.0,True
LaFe9.5Ga3.5C,394.0,True
LaFe9Si4,85.0,True
LaKFeMoO6,500.0,True
LaKMnMoO6,180.0,True
LaMn0.1Co0.9O3,60.0,True
LaMn0.1Rh0.9O3,25.0,True
LaMn0.3Co0.7O3,198.0,True
LaMn0.3Rh0.7O3,28.0,True
LaMn0.49In1.51,140.0,True
LaMn0.5Co0.5-xFexO3 (x=0.1),230.0,True
LaMn0.5Co0.5-xFexO3 (x=0.2),230.0,True
LaMn0.5Co0.5-xFexO3 (x=0.3),230.0,True
LaMn0.5Co0.5-xFexO3 (x=0.4),230.0,True
LaMn0.5Co0.5O3,220.0,True
LaMn0.5Cr0.5O3,108.0,True
LaMn0.5Fe0.5O3,380.0,True
LaMn0.5Ga0.5O3,75.0,True
LaMn0.5Rh0.5O3,65.0,True
LaMn0.6Co0.4O3,198.0,True
LaMn0.75Cr0.25O3,160.0,True
LaMn0.7Co0.3O3,195.5,True
LaMn0.7Fe0.3O3+δ,57.0,True
LaMn0.7Rh0.3O3,115.0,True
LaMn0.80Cu0.20O3,133.0,True
LaMn0.80Ti0.20O3,94.0,True
LaMn0.82Co0.18O3,170.0,True
LaMn0.85Cu0.15O3,144.0,True
LaMn0.85Fe0.15O3,132.0,True
LaMn0.85Ti0.15O3,113.0,True
LaMn0.8Co0.2O3,170.0,True
LaMn0.8Cr0.2O3,156.0,True
LaMn0.90Cu0.10O3,154.0,True
LaMn0.90Ti0.10O3,146.0,True
LaMn0.94O3,113.4,True
LaMn0.95Cu0.05O3,203.0,True
LaMn0.95Ti0.05O3,175.0,True
LaMn0.9Co0.1O3,160.0,True
LaMn0.9Fe0.1O3,135.7,True
LaMn0.9O3.061,93.0,True
LaMn0.9Rh0.1O3,120.0,True
LaMn1.0Cu1.0Si2,95.0,True
LaMn1.2Cu0.8Si2,170.0,True
LaMn1.4Cu0.6Si2,230.0,True
LaMn1.5Cu0.5Ge2,237.0,True
LaMn1.5Fe0.5Ge2,134.0,True
LaMn1.6Co0.4Si2,186.0,True
LaMn1.6Cu0.4Si2,255.0,True
LaMn1.7Co0.3Si2,230.0,True
LaMn1.85Fe0.15Ge2,295.0,True
LaMn1.8Co0.2Si2,260.0,True
LaMn1.8Cu0.2Si2,280.0,True
LaMn1.8Fe0.2Ge2,275.0,True
LaMn1.9Fe0.1Ge2,310.0,True
LaMn1/2Rh1/2O3,72.0,True
LaMn2Ge2,323.0,True
LaMn2Ge2 (Specimen B),322.0,True
LaMn2Ge2 (Specimen C),318.0,True
LaMn2Ge2 (Specimen D),314.0,True
LaMn2Ge2 (ribbon),317.0,True
LaMn2Si2,305.0,True
LaMnAsO0.75F0.25,312.7,True
LaMnAsO0.85F0.15,303.6,True
LaMnAsO0.8F0.2,292.3,True
LaMnAsO0.9F0.1,303.0,True
LaMnMnTaO6,49.0,True
LaMnO2.996,143.0,True
LaMnO3,200.0,True
LaMnO3 (annealed),205.0,True
LaMnO3+δ,221.16666666666652,True
LaMnSi2,362.0,True
LaMnSi₂,386.0,True
LaNdNiMnO6,229.0,True
LaNi0.5Mn0.5O3,250.0,True
LaNi3.55Mn0.4Al0.3Co0.2Fe0.55,100.0,True
LaNi3.55Mn0.4Al0.3Co0.4Fe0.35,67.0,True
LaNi3.55Mn0.4Al0.3Fe0.75,140.0,True
LaNi4.5Fe0.5,14.6,True
LaNiO2.7,220.0,True
LaO3V,156.0,True
LaPrBaCuO5,12.0,True
LaPrNiMnO6,241.0,True
LaSmNiMnO6,206.0,True
LaSr2Cr2SbO9,150.0,True
LaSr2Mn1.8Cr0.2O7,178.0,True
LaSr2Mn1.97Cr0.03O7,320.0,True
LaSr2Mn1.99Cr0.01O7,320.0,True
LaSr2Mn1.9Cr0.1O7,320.0,True
LaSr2Mn2O7,227.5,True
LaSrCo0.8Fe0.2O4,225.0,True
LaSrCo0.9Fe0.1O4,225.0,True
LaSrCoMnO6,231.5,True
LaSrCoO4,150.0,True
LaSrFe0.4Cr0.6O4,107.0,True
LaSrMn1.5Fe0.5O5,330.0,True
LaSrMn1.6Fe0.4O5,332.0,True
LaSrMn1.7Fe0.3O5,335.0,True
LaSrMn1.8Fe0.2O5,345.0,True
LaSrMn1.9Fe0.1O5,355.0,True
LaSrMn2O5,365.0,True
LaSrMnCoO6,225.0,True
LaTbCoMnO6,131.0,True
LaY2Ni9,15.0,True
La_xTi6Sn5 (x=0.1),160.0,True
Li0.05Mg0.9Fe2.05O4,753.0,False
Li0.05Zn0.5Cu0.4Fe2O4,678.15,False
Li0.07Zn0.93O,300.0,False
Li0.10Zn0.90O,300.0,False
Li0.15Cd0.7Fe2.15O4,498.15,False
Li0.15Mg0.7Fe2.15O4,778.0,False
Li0.15Zn0.3Cu0.4Fe2O4,748.15,False
Li0.1Co0.8Fe2.1O4,712.0,False
Li0.1Mg0.8Fe2.1O4,809.15,False
Li0.1Zn0.4Cu0.4Fe2O4,673.15,False
Li0.1Zn0.8Fe1.7O4,88.0,False
Li0.225Cd0.55Fe2.225O4,648.15,False
Li0.25Co0.5Fe2O4,848.15,False
Li0.25Mg0.5Fe2.25O4,822.0,False
Li0.25Zn0.1Cu0.4Fe2O4,827.15,False
Li0.25Zn0.5Fe2.25O4,574.15,False
Li0.275Cd0.45Fe2.275O4,483.15,False
Li0.28Zn0.16Ti0.41Mn0.10Fe2.05O4,793.65,False
Li0.2Co0.6Fe1.9O4,840.15,False
Li0.2Co0.6Fe2.2O4,730.0,False
Li0.2Eu2C6,225.0,True
Li0.2Mg0.6Fe2.2O4,829.15,False
Li0.2Zn0.2Cu0.4Fe2O4,793.15,False
Li0.2Zn0.6Fe1.9O4,460.0,False
Li0.3167Zn0.5Fe2.15Ti0.1333O4,489.15,False
Li0.35Co0.3Fe2.2O4,858.15,False
Li0.35Mg0.3Fe2.35O4,853.0,False
Li0.35Zn0.2Ni0.1Fe2.35O4,836.15,False
Li0.35Zn0.3Fe2.21O4,676.15,False
Li0.35Zn0.3Fe2.21O4-δ/Ni0.52Zn0.4Cu0.1Fe1.98O4 (40 wt% NCZ),640.15,False
Li0.36Zn0.2Ni0.08Fe2.36O4,839.15,False
Li0.37Zn0.2Ni0.06Fe2.37O4,844.15,False
Li0.3833Zn0.5Fe2.05Ti0.2667O4,406.15,False
Li0.38Zn0.2Ni0.04Fe2.38O4,846.15,False
Li0.39Zn0.2Ni0.02Fe2.39O4,857.15,False
Li0.3Co0.4Fe2.1O4,852.15,False
Li0.3Co0.4Fe2.3O4,753.0,False
Li0.3Mg0.4Fe2.3O4,838.15,False
Li0.3Zn0.0Cu0.4Fe2O4,873.15,False
Li0.42Zn0.16Ti0.16Fe2.637Mn0.1Bi0.003O4,772.0,False
Li0.42Zn0.25Ti0.25Fe2.637Mn0.1Bi0.003O4,685.0,False
Li0.42Zn0.35Ti0.35Fe2.637Mn0.1Bi0.003O4,577.0,False
Li0.42Zn0.50Ti0.50Fe2.637Mn0.1Bi0.003O4,408.0,False
Li0.45Co0.1Fe2.4O4,864.15,False
Li0.45Mg0.1Fe2.45O4,896.0,False
Li0.45Zn0.5Fe1.95Ti0.4O4,329.15,False
Li0.4Co0.2Fe2.3O4,863.15,False
Li0.4Co0.2Fe2.4O4,760.0,False
Li0.4Mg0.2Fe2.4O4,857.15,False
Li0.4Zn0.2Cr0.0Fe2.4O4,782.0,False
Li0.4Zn0.2Cr0.1Fe2.3O4,753.0,False
Li0.4Zn0.2Cr0.2Fe2.2O4,733.0,False
Li0.4Zn0.2Cr0.3Fe2.1O4,703.0,False
Li0.4Zn0.2Cr0.4Fe2.0O4,683.0,False
Li0.4Zn0.2Cr0.5Fe1.9O4,653.0,False
Li0.5+0.5*0.55-0.5*0.1Fe2.5-1.5*0.55-0.5*0.1Ti0.55Zn0.1O4,617.0,False
Li0.5+0.5*0.55-0.5*0.4Fe2.5-1.5*0.55-0.5*0.4Ti0.55Zn0.4O4,449.0,False
Li0.50Fe2.50O4,685.0,False
Li0.525Fe1.825Ti0.35Zn0.30O4 + 0.05MnO2 + 0.005Bi2O3,591.15,False
Li0.59NiO2,15.0,False
Li0.5Fe1.5Al1.0O4,445.0,False
Li0.5Fe1.5Cr1.0O4,352.0,False
Li0.5Fe1.5Mn1.0O4,593.575,False
Li0.5Fe1.7Al0.8O4,450.0,False
Li0.5Fe1.7Cr0.8O4,383.0,False
Li0.5Fe1.7Mn0.8O4,677.575,False
Li0.5Fe2.0Al0.5O4,482.0,False
Li0.5Fe2.0Cr0.5O4,505.0,False
Li0.5Fe2.0Mn0.5O4,697.575,False
Li0.5Fe2.1Cr0.4O4,500.0,False
Li0.5Fe2.3Al0.2O4,576.0,False
Li0.5Fe2.3Cr0.2O4,616.0,False
Li0.5Fe2.3Mn0.2O4,751.575,False
Li0.5Fe2.5O4,913.15,False
Li0.5Sm0.05Fe2.45O4,933.15,True
Li0.5Sm0.1Fe2.4O4,933.15,True
Li0.5Sm0.2Fe2.3O4,933.15,True
Li0.5Zn0.0Fe2.5O4,916.0,False
Li0.649Fe1.598Ti0.5Zn0.2Mn0.051Bi0.002O4,553.0,False
Li0.65Fe1.6Ti0.5Zn0.2Mn0.05O4,557.15,False
Li0.66Al0.200Ti0.42Zn0.1Mn0.05Fe1.570O4,577.0,False
Li0.68Al0.150Ti0.46Zn0.1Mn0.05Fe1.560O4,583.0,False
Li0.6Co0.1Dy0.05Fe2.25O4,840.0,True
Li0.6Co0.1Dy0.075Fe2.225O4,859.0,True
Li0.6Co0.1Dy0.0Fe2.3O4,884.0,True
Li0.6Co0.1Dy0.125Fe2.175O4,787.0,True
Li0.6Co0.1Dy0.15Fe2.15O4,777.0,True
Li0.6Co0.1Dy0.175Fe2.125O4,673.0,True
Li0.6Co0.1Dy0.1Fe2.2O4,820.0,True
Li0.70Al0.100Ti0.50Zn0.1Mn0.05Fe1.550O4,591.0,False
Li0.71Al0.075Ti0.52Zn0.1Mn0.05Fe1.545O4,597.0,False
Li0.72Al0.050Ti0.54Zn0.1Mn0.05Fe1.540O4,603.0,False
Li0.73Al0.025Ti0.56Zn0.1Mn0.05Fe1.535O4,610.0,False
Li0.75Ni1.25O2,253.0,False
Li0.81NiO2,17.0,False
Li0.86Ni1.14O2,231.0,False
Li0.91Fe5O7.96,893.0,False
Li0.91Ni1.09O2,160.0,False
Li0.993Ca0.014Fe4.993O8,873.0,False
Li0.995Ca0.01Fe4.995O8,873.0,False
Li0.997Ca0.006Fe4.995O8,872.0,False
Li0.99Ca0.02Fe4.99O8,874.0,False
Li1,0.0,False
