composition,Tc_exp,contains_re
Al6.5Fe10.5Ho2,253.0,True
Al6.5Fe5.5Hf,230.0,False
Al6.5Fe5.5Zr,233.0,False
Al65Cu20Fe15,900.0,False
Al6Ba1Fe6O19,414.0,False
Al6Ce2Fe11,245.0,True
Al6Cr37Fe24Co21Ni12,913.15,False
Al6Cr6Dy1,20.0,True
Al6Cr6Er1,15.0,True
Al6Cr6Gd1,170.0,True
Al6Cu6Dy1,3.9,True
Al6Cu6Er1,2.6,True
Al6Cu6Gd1,21.0,True
Al6Cu6Ho1,1.9,True
Al6Cu6Tb1,33.4,True
Al6Cu6Tm1,3.9,True
Al6Dy1Fe6,325.0,True
Al6Dy1Mn6,6.0,True
Al6Er1Fe6,320.0,True
Al6Er1Mn6,2.6,True
Al6Eu1Fe6,135.0,True
Al6Fe11Ho2,295.0,True
Al6Fe11Y2,378.0,True
Al6Fe6Gd1,345.0,True
Al6Fe6Hf,187.0,False
Al6Fe6Ho1,310.0,True
Al6Fe6Tb1,335.0,True
Al6Fe6Tm1,320.0,True
Al6Fe6U,344.5,False
Al6Fe6Y,308.0,True
Al6Fe6Yb1,210.0,True
Al6Fe6Zr,180.0,False
Al6Gd1Mn6,15.0,True
Al6Mn6Tb1,8.0,True
Al6Mn6Tm1,2.0,True
Al6Ni19,72.0,False
Al7.5Fe9.5Ho2,191.0,True
Al7.5Ni13Ti6.0Cu3.0Nb1.2Co34Fe34.7Ta0.6,1130.0,False
Al7.5Ni13Ti6.0Cu3.0Nb1.2Co34Fe35.3,1117.0,False
Al70Pd20Mn10,290.0,False
Al7Ce2Fe10,140.0,True
Al7Ce2Ge4Ir,1.6,True
Al7Ce2Ge4Ni,0.8,True
Al7Dy1Fe5,227.0,True
Al7Er1Fe5,218.0,True
Al7Fe10Ho2,209.0,True
Al7Fe10Y2,163.0,True
Al7Fe5Gd1,268.0,True
Al7Fe5Hf,263.0,False
Al7Fe5Ho1,227.0,True
Al7Fe5Lu1,212.0,True
Al7Fe5Sm1,220.0,True
Al7Fe5Tb1,248.0,True
Al7Fe5U,264.5,False
Al7Fe5Y1,215.0,True
Al7Fe5Yb1,207.0,True
Al7Fe5Zr,271.0,False
Al8.5Fe8.5Ho2,182.0,True
Al8Ba1Fe4O19,314.0,False
Al8Ce1Fe4,159.7,True
Al8Cr4Dy1,16.0,True
Al8Cr4Er1,14.0,True
Al8Cr4Gd1,8.0,True
Al8Cr4Ho1,8.0,True
Al8Cr4Pr1,6.0,True
Al8Cr4Sm1,19.0,True
Al8Cr4Tb1,12.0,True
Al8Cr4Tm1,11.0,True
Al8Cu4Dy1,17.0,True
Al8Cu4Er1,6.0,True
Al8Cu4Gd1,32.0,True
Al8Cu4Ho1,7.0,True
Al8Cu4Nd1,20.0,True
Al8Cu4Pr1,15.0,True
Al8Cu4Sm1,25.0,True
Al8Cu4Tb1,22.0,True
Al8Cu4Tm1,5.0,True
Al8Dy1Er3,24.0,True
Al8Dy1Fe4,122.0,True
Al8Dy1Mn4,19.0,True
Al8Er1Fe4,183.0,True
Al8Er1Mn4,15.0,True
Al8Eu1Fe4,137.0,True
Al8Eu1Mn4,20.0,True
Al8Fe17Li5O40,650.0,False
Al8Fe4Gd1,172.3,True
Al8Fe4Ho1,137.0,True
Al8Fe4La1,135.4,True
Al8Fe4Lu1,197.3,True
Al8Fe4Nd1,142.0,True
Al8Fe4Np,130.0,False
Al8Fe4Pr1,107.0,True
Al8Fe4Sm1,108.0,True
Al8Fe4Tb1,165.3,True
Al8Fe4Th1,147.2,False
Al8Fe4Tm1,186.6,True
Al8Fe4U,148.0,False
Al8Fe4Y1,184.7,True
Al8Fe4Yb1,103.0,True
Al8Fe9Ho2,181.0,True
Al8Fe9Y2,105.0,True
Al8Gd1Mn4,28.0,True
Al8Ho1Mn4,14.0,True
Al8Mn4Nd1,7.0,True
Al8Mn4Pr1,11.0,True
Al8Mn4Sm1,12.0,True
Al8Mn4Tb1,21.0,True
Al8Mn4Tm1,13.0,True
Al8Ni2Tb5,59.0,True
Al91Ho100Ni109,27.0,True
Al9Dy2Ho2,34.0,True
Al9Dy5Ni1,83.0,True
Al9Fe171Zr20,286.0,False
Al9Fe8Ho2,186.0,True
Al9Mn3U,30.0,False
Al9Ni191Tb100,56.0,True
AlAu2Mn,216.5,False
AlB2Fe2,282.0,False
AlC1.1Fe3,292.0,False
AlC1.1Mn3,364.0,False
AlCCr2,73.0,False
AlCFe16Y2,508.5,True
AlCMn3,289.5,False
AlCNi3,300.0,False
AlCe2Fe16,290.0,True
AlCeCo4,370.0,True
AlCo0.25Ru0.75U,7.5,False
AlCo0.26Ru0.74U,8.5,False
AlCo0.38Ru0.62U,38.25,False
AlCo0.3Ru0.7U,17.5,False
AlCo0.98Os0.02U,26.0,False
AlCo0.995Ru0.005U,4.5,False
AlCo0.99Ru0.01U,18.0,False
AlCo0.9Os0.1U,48.0,False
AlCo10ErTi,885.0,True
AlCo12La,1137.0,True
AlCo16Gd2,1095.0,True
AlCo16Pr2,1042.0,True
AlCo2Cr,334.0,False
AlCo2Fe,1049.0,False
AlCo2Hf,193.0,False
AlCo2Mn,695.0,False
AlCo2Nb,383.0,False
AlCo2Ta,260.0,False
AlCo2Ti,134.0,False
AlCo2V,310.0,False
AlCo2Zr,178.0,False
AlCo4Dy,618.0,True
AlCo4Er,682.0,True
AlCo4Gd,613.0,True
AlCo4Ho,350.0,True
AlCo4La,459.0,True
AlCo4Nd,479.0,True
AlCo4Pr,504.0,True
AlCo4Sm,564.5,True
AlCo4Tb,505.0,True
AlCo4Tm,561.0,True
AlCo4Y,561.0,True
AlCoCr,18.0,False
AlCoCr2,750.0,False
AlCoCrCuFeNi,330.0,False
AlCoCrFe,460.0,False
AlCoCrFe0.25,165.0,False
AlCoCrFe0.5,292.0,False
AlCoCrFe0.75,392.0,False
AlCoCrFeNi,890.15,False
AlCoCrFeNiMn,540.0,False
AlCoDy,47.0,True
AlCoEr,22.0,True
AlCoFeO4,420.0,False
AlCoGd,112.0,True
AlCoHo,33.0,True
AlCoMn2,720.0,False
AlCoNd,22.0,True
AlCoPr,14.0,True
AlCoTb,78.0,True
AlCoTm,14.0,True
AlCr0.1GeMn0.9,573.4,False
AlCr0.2GeMn0.8,592.0,False
AlCrFe2,246.0,False
AlCrFeCoNi,503.15,False
AlCrNi2,140.0,False
AlCu2Mn,603.0,False
AlCuFe2,875.0,False
AlFe,346.5,False
AlFe0.1GeMn0.9,431.2,False
AlFe0.2GeMn0.8,349.0,False
AlFe0.8Mn1.2B2,43.0,False
AlFe1.2Mn0.8B2,188.0,False
AlFe1.35Mn0.65B2,220.0,False
AlFe1.6Mn0.4B2,242.0,False
AlFe16Ho2,380.0,True
AlFe16NY2,639.0,True
AlFe16Y2,368.5,True
AlFe2B2,284.0,False
AlFe2Mn,150.0,False
AlFe2Ni,965.0,False
AlFe2Ti,123.0,False
AlFe2V,7.0,False
AlFe3,573.0,False
AlFeHf,38.0,False
AlFeMnB2,159.5,False
AlFeO3,265.0,False
AlFeTb,195.0,True
AlFeTi,17.0,False
AlFeY,44.0,True
AlGeMn,510.1,False
AlHo,26.0,True
AlIrMn,400.0,False
AlIrU,64.0,False
AlMn,650.0,False
AlMn2V,760.0,False
AlMnRh2,95.0,False
AlNFe3,770.0,False
AlNi3,47.5,False
AlNiCo5,1123.15,False
AlPr3,16.0,True
AlPrPt,4.7,True
AlPtU,44.0,False
AlRhU,27.0,False
Am1,0.0,False
Am1Fe2,544.0,False
As0.1CoS1.9,90.0,False
As0.25CoS1.75,12.0,False
As0.33FeMnP0.67,225.0,False
As0.55FeMnP0.45,300.0,False
As0.67FeMnP0.33,325.0,False
As1,0.0,False
As1.62EuFe2P0.38,19.0,True
As100Fe67Mn128,153.0,False
As100Fe76Mn119,127.0,False
As1Fe10P4,411.0,False
As1Fe20P9,358.0,False
As25Ga23Mn2,170.0,False
As2BaCrNi,64.0,False
As2Bi0.031Co1.91La0.969,200.0,True
As2Bi0.03Co1.9La0.97,178.0,True
As2Bi0.05Ce0.95Co1.85,147.0,True
As2Ca0.85Co1.89La0.15,130.0,True
As2Ca0.9Co1.91Eu0.1,110.0,True
As2Ca0.9Co2Eu0.1,88.0,True
As2CeCo2,40.0,True
As2Co1.7La,117.0,True
As2Co1.7Nd,62.0,True
As2Co1.8Pr,140.0,True
As2Co1.98La,205.0,True
As2Co2La,86.0,True
As2Co2Pr,28.0,True
As2CoU,144.0,False
As2Cr2Eu,21.0,True
As2Cr2Sr,265.0,False
As2Cr3,213.0,False
As2Cu2U,140.0,False
As2CuMn2O2Sr2,95.0,False
As2CuO4,7.5,False
As2CuU,133.0,False
As2Eu3,18.0,True
As2GeMn,340.0,False
As2Mn2Zn1,30.0,False
As2Mn3,273.0,False
As2MnSn,328.0,False
As2Ni2Sm1,9.0,True
As3Eu4,17.75,True
As3Fe10P2,470.0,False
As3Fe20P7,443.0,False
As3Mn4,126.0,False
As3Sm4,160.0,True
As4EuFe4Rb,15.0,True
As4U3,199.0,False
As5Cr1Mn4,200.0,False
As5Cr2Mn3,160.0,False
As7Ca2Co12,38.0,False
As7Ce2Co12,90.0,True
As7Co12Dy2,128.0,True
As7Co12Er2,116.0,True
As7Co12Eu2,136.0,True
As7Co12Gd2,117.0,True
As7Co12Ho2,139.0,True
As7Co12Nd2,113.0,True
As7Co12Pr2,107.0,True
As7Co12Sm2,110.0,True
As7Co12Tb2,131.0,True
As7Co12Tm2,136.0,True
As7Co12Y2,115.0,True
As7Co12Yb2,60.0,True
As9Mn10P1,240.0,False
AsCm,88.0,False
AsCo2,12.0,False
AsCoFe,293.0,False
AsCoLaO,60.0,True
AsCoMn,350.0,False
AsCrNi,188.0,False
AsCrRu,164.0,False
AsFeMn,190.0,False
AsMn,318.0,False
AsMnPd,210.0,False
AsMnRh,218.0,False
AsMnRu,496.0,False
AsPu,125.0,False
AsSU,124.0,False
AsSeU,113.0,False
AsTeU,66.0,False
Au-Co,1395.0,False
Au0.5Fe0.5,174.0,False
Au0.7(Ni80Fe20)0.3,200.0,False
Au0.7(Ni80Fe20)0.3 (annealed),300.0,False
Au1,0.0,False
Au16Cr2Mn1V1,200.0,False
Au16Fe1V3,66.0,False
Au199Eu1,6.5,True
Au1Dy1Ni4,23.0,True
Au1Er1Ni4,24.0,True
Au1Gd1,35.0,True
Au1Gd1Ni4,38.0,True
Au1Ho1Ni4,14.0,True
Au1Ni4Tb1,28.0,True
Au20Cr1Mn4,332.5,False
Au20Cr2Mn3,250.0,False
Au20Cr3Mn2,202.5,False
Au20Cr4Mn1,97.5,False
Au2Er1Si2,40.0,True
Au2Eu1Si2,15.5,True
Au2Ho1Si2,14.8,True
Au2In1Mn1,140.0,False
Au2Mn1,363.0,False
Au2MnZn,253.0,False
Au2Si2U,55.0,False
Au39Fe11,220.0,False
Au400Fe7V93,75.0,False
Au40Mn1V9,150.0,False
Au4CeSi2,3.3,True
Au4Er1,5.0,True
Au4Fe1,210.0,False
Au4Mn1,363.0,False
Au4Tm1,2.0,True
Au4V,57.0,False
Au5Mn2,100.0,False
Au64Al22Dy14,9.5,True
Au64Al22Gd14,27.0,True
Au64Al22Tb14,15.0,True
Au70Fe30,415.0,False
Au799Mn201,377.0,False
Au80Fe1V19,56.5,False
Au80Fe20,290.0,False
Au80Fe3V17,57.0,False
Au80Fe7V13,67.0,False
Au80Fe9V11,26.0,False
Au82Fe18,153.6,False
Au83Fe17,148.0,False
Au87Fe13,40.0,False
AuBi2U,22.5,False
AuCe2P3,31.0,True
AuCeGe,10.0,True
AuCuZn2,28.0,False
AuIn2,3.5e-05,False
AuMnSb,135.0,False
AuMnSn,612.5,False
AuSb2U,36.0,False
AuSi3U2,11.6,False
B0.05Co2Dy,143.0,True
B0.09Fe0.91,944.0,False
B0.11Si0.11Fe0.08Co0.70,738.0,False
B0.13Si0.09Fe0.78,710.0,False
B0.14Fe0.86,556.0,False
B0.17W0.05Fe0.75,450.0,False
B0.18Fe0.82,617.0,False
B0.1Co2Dy,145.0,True
B0.20Fe0.40Co0.40,800.0,False
B0.20Fe0.40Ni0.40,662.0,False
B0.20Fe0.80,651.0,False
B0.25Fe0.40Ni0.35,637.0,False
B0.25Si0.05Co0.70,539.0,False
B0.2Co2Dy,147.0,True
B0.8C0.2Co3FeNd,492.0,True
B1,0.0,False
B100Fe100Ho29,6.5,True
B10Ce20Fe140H37,560.0,True
B10Ce3Co29Si4,173.0,True
B10Ce5Ir3Rh12,125.0,True
B10Ce5Ir9Rh6,90.0,True
B10Co29Dy3Si4,195.0,True
B10Co29Er3Si4,188.0,True
B10Co29Gd3Si4,208.0,True
B10Co29La3Si4,151.5,True
B10Co29Nd3Si4,159.0,True
B10Co29Pr3Si4,193.0,True
B10Co29Si4Sm3,182.0,True
B10Co29Si4Tb3,195.0,True
B10Co29Si4Tm3,176.0,True
B10Er20Fe140H37,588.0,True
B15Co14Fe21Nd10,885.0,True
B1Co1Fe3Lu1,510.0,True
B1Co1Fe3Sm1,721.0,True
B1Co2Fe2Gd1,770.0,True
B1Co2Fe2Lu1,482.0,True
B1Co3Fe1Lu1,460.0,True
B1Er1Fe4,620.0,True
B1Fe10P4,512.0,False
B1Fe1O3,350.0,False
B1Fe20P9,391.0,False
B1Fe2Ni2,535.0,False
B1Fe39Mo5Sm5,515.15,True
B1Fe39Sm5Ti5,602.15,True
B1Fe3O6,508.0,False
B1Fe40P19,291.0,False
B1Fe4Tm1,610.0,True
B1Fe50P24,350.0,False
B1O3V1,32.5,False
B200Fe200Gd57,22.0,True
B2CErNi2,2.3,True
B2CRh2U,185.0,False
B2CeIr2,5.1,True
B2CeIr3,41.0,True
B2CeRh3,117.5,True
B2Co0.5Fe4.5P,563.0,False
B2Co0.5Ni12.5Y3,86.0,True
B2Co1.5Fe3.5P,400.0,False
B2Co11Nd3Ni2,595.0,True
B2Co13Nd3,713.5,True
B2Co13Pr3,360.0,True
B2Co13Y3,636.0,True
B2Co2.5Fe2.5P,278.0,False
B2Co2Fe3P,335.0,False
B2Co2Gd1,41.25,True
B2Co2Nd1,39.5,True
B2Co2Ni11Y3,146.0,True
B2Co2Pr1,36.0,True
B2Co2Sm1,14.0,True
B2Co3.5Fe1.5P,152.0,False
B2Co3Dy,26.0,True
B2Co3Er,20.0,True
B2Co3Fe2P,209.0,False
B2Co3Gd,57.5,True
B2Co3Ho,10.0,True
B2Co3Nd3Ni10,160.0,True
B2Co3Ni10Y3,170.0,True
B2Co3Sm,40.0,True
B2Co3Tb,33.0,True
B2Co3Tb0.75Y0.25,17.0,True
B2Co3Tb0.95Y0.05,28.0,True
B2Co3Tb0.9Y0.1,25.0,True
B2Co4Ni9Y3,201.0,True
B2Co5Fe3Y2,633.0,True
B2Co5Ni8Y3,241.0,True
B2Co6Nd3Ni7,304.0,True
B2Co7Fe1Y2,519.0,True
B2Co8Nd3Ni5,417.5,True
B2CoFe4P,498.0,False
B2CoFe4Si,675.0,False
B2CoNd3Ni12,5.0,True
B2CoNi12Y3,92.0,True
B2DyRu3,50.0,True
B2ErRu3,32.0,True
B2Fe38Mo5Sm5,534.15,True
B2Fe4MnP,650.0,False
B2Fe4MnSi,770.0,False
B2Fe50P23,450.0,False
B2Fe5P,628.0,False
B2Fe5Si,784.0,False
B2Fe78Mo5Sm10Ti5,565.15,True
B2FeRh5Sc2,450.0,True
B2Gd3Ni7,37.0,True
B2GdIr3,30.0,True
B2GdRh3,91.5,True
B2GdRu3,10.0,True
B2HoRu3,25.0,True
B2Mn,143.0,False
B2Mn5P,302.0,False
B2Mn5Si,404.5,False
B2NdRh3,10.2,True
B2NdRu3,39.0,True
B2Ni13Y3,68.0,True
B2PrRu3,5.0,True
B2Ru1Tb1,49.0,True
B2Ru1Tm1,4.0,True
B2Ru3Tb,83.0,True
B2Ru3Tm,27.0,True
B2Tb,150.0,True
B3C3Fe23,742.0,False
B3Ce2Co7,250.0,True
B3Co0.5Fe6.5Nd2,651.0,True
B3Co13.8Fe9.2Nd2,1097.0,True
B3Co18.4Fe4.6Nd2,1156.0,True
B3Co23Nd2,1218.0,True
B3Co2Fe5Nd2,601.5,True
B3Co3.5Fe3.5Nd2,728.0,True
B3Co3Fe4Nd2,607.0,True
B3Co4.6Fe18.4Nd2,831.0,True
B3Co4Fe3Nd2,716.0,True
B3Co5Fe2Nd2,584.0,True
B3Co6.5Fe0.5Nd2,436.0,True
B3Co6FeNd2,536.0,True
B3Co7Dy2,325.0,True
B3Co7Er2,320.0,True
B3Co7Gd2,376.0,True
B3Co7Ho2,329.0,True
B3Co7Nd2,333.5,True
B3Co7Pr2,331.5,True
B3Co7Sm2,402.5,True
B3Co7Tb2,355.0,True
B3Co7Tm2,314.0,True
B3Co7Y2,316.5,True
B3Co9.2Fe13.8Nd2,978.0,True
B3CoFe6Nd2,569.0,True
B3CoRh6,150.0,False
B3Fe23Gd2,689.0,True
B3Fe23Nd2,659.0,True
B3Fe23Pr2,644.0,True
B3Fe23Sm2,663.0,True
B3Fe30P7,758.0,False
B3Fe7Nd2,577.0,True
B3FeRh6,240.0,False
B400Fe400Nd111,13.0,True
B400Fe400Pr111,7.5,True
B400Fe400Sm113,37.0,True
B40Ho7Lu3Rh40,4.1,True
B4Ce2Co11Gd,301.0,True
B4Ce2Ir3Rh3,118.0,True
B4Ce3Co11,260.5,True
B4CeCo11Gd2,376.0,True
B4Co10FeY3,450.0,True
B4Co11Dy3,375.0,True
B4Co11Er3,350.0,True
B4Co11Gd2Nd,418.0,True
B4Co11Gd3,462.0,True
B4Co11GdNd2,402.0,True
B4Co11Ho3,376.5,True
B4Co11Nd3,388.0,True
B4Co11Pr3,411.0,True
B4Co11Sm3,458.0,True
B4Co11Tb3,411.5,True
B4Co11Tm3,347.0,True
B4Co11Y3,349.0,True
B4Co21Nd5,570.0,True
B4Co4Nd1,182.0,True
B4Co4Pr1,171.0,True
B4Co4Sm1,176.0,True
B4Co5Fe6Y3,587.0,True
B4Co6Fe5Y3,580.0,True
B4Co7Fe4Y3,552.0,True
B4Co9Fe2Y3,501.0,True
B4Cr1Mn2,440.0,False
B4ErRh4,0.9,True
B4Fe15P1,806.0,False
B4Gd1Rh4,5.6,True
B4Ho1Rh4,6.6,True
B4Mn2.94Ni0.06,146.0,False
B4Mn2Mo,590.0,False
B4Mn2Ta1,780.0,False
B4Mn2W1,560.0,False
B4Pr,23.5,True
B5Co14Fe56Y10,745.0,True
B5Co21Fe49Y10,820.0,True
B5Co7Fe63Y10,683.0,True
B5Dy10Fe70H23,638.0,True
B5Fe70Gd10H22,698.0,True
B5Fe70H18Y10,615.0,True
B5Fe70H22Tb10,657.0,True
B5Fe70H27Ho10,615.0,True
B6CeCo12,136.15,True
B6Co10Fe2Gd,124.0,True
B6Co11.5Fe0.5Gd,155.0,True
B6Co11FeGd,148.0,True
B6Co12Dy,145.8,True
B6Co12Er,145.1,True
B6Co12Gd,160.0,True
B6Co12Ho,146.0,True
B6Co12La,160.2,True
B6Co12Nd,159.0,True
B6Co12Pr,157.7,True
B6Co12Sm,157.5,True
B6Co12Tb,154.4,True
B6Co12Tm,143.9,True
B6Co12Y,150.0,True
B6Co19Nd5,385.0,True
B6Co19Pr5,380.0,True
B6Co20Ti3,478.0,False
B6Co21Ge2,467.0,False
B6Co21Mo2,545.0,False
B6Co21Nb2,491.0,False
B6Co21Sn2,425.0,False
B6Co21W2,538.0,False
B6Co9Fe3Gd,93.0,True
B6Eu,12.75,True
B6Fe12Nd,224.0,True
B6Fe2Gd5,57.0,True
B6Fe2Nd5,64.0,True
B7Fe31Y3,510.0,True
B7I1Ni3O13,62.0,False
B80Dy23Fe80,11.5,True
B80Fe80Tb23,16.0,True
B8Fe3Nb7,240.0,False
B8Fe3Ta7,265.0,False
B9C12Ce10,10.0,True
BCe0.2Fe14La1.8,535.0,True
BCe0.4Fe14La1.6,520.0,True
BCe0.6Fe14La1.4,510.0,True
BCe0.8Fe14La1.2,499.0,True
BCe1.2Fe14La0.8,479.0,True
BCe1.4Fe14La0.6,462.0,True
BCe1.6Fe14La0.4,452.0,True
BCe1.8Fe14La0.2,438.0,True
BCe2Fe14,424.0,True
BCe3Co20,1081.0,True
BCeCo4,292.0,True
BCeFe14La,487.0,True
BCo,477.0,False
BCo0.5Fe13.5Nd2,630.0,True
BCo1.5DyFe2.5,661.0,True
BCo1.5Fe12.5Nd2,689.0,True
BCo1.7Fe2.3Sm,794.0,True
BCo1.8Fe2.2Pr0.3Sm0.7,890.0,True
BCo10.5Fe3.5Nd2,980.0,True
BCo10Fe4Nd2,973.0,True
BCo10Fe4NdTb,1001.0,True
BCo10Fe4NdY,1003.0,True
BCo10Fe4Pr2,958.0,True
BCo10Fe4Y2,975.0,True
BCo11Fe3Nd2,987.0,True
BCo11Fe3NdY,1014.0,True
BCo11Fe3Pr2,967.0,True
BCo11Hf2,770.0,False
BCo12.4Nd2Si1.6,601.0,True
BCo12.4Pr2Si1.6,574.0,True
BCo12.4Si1.6Y2,610.0,True
BCo12.7Nd2Si1.3,682.0,True
BCo12.7Pr2Si1.3,666.0,True
BCo12Fe2NdY,1027.0,True
BCo12Fe2Pr2,979.0,True
BCo12Fe2Y2,1000.0,True
BCo12Nd2Si2,487.0,True
BCo12Pr2Si2,470.0,True
BCo13.4Nd2Si0.6,878.0,True
BCo13.7Nd2Si0.3,950.0,True
BCo13FeNd2,999.0,True
BCo13FeNdY,1033.0,True
BCo13FeY2,1013.0,True
BCo13Nd2Si,773.0,True
BCo13Pr2Si,754.0,True
BCo13SiY2,777.0,True
BCo14Gd2,1050.0,True
BCo14La2,955.0,True
BCo14Nd0.5Tb1.5,1024.0,True
BCo14Nd1.5Tb0.5,1009.0,True
BCo14Nd2,1004.0,True
BCo14NdTb,1015.0,True
BCo14NdY,1009.0,True
BCo14Pr2,994.5,True
BCo14Sm2,1029.0,True
BCo14Tb2,1035.0,True
BCo14Y2,1015.0,True
BCo2,427.5,False
BCo2.1Fe0.9,923.0,False
BCo2.4Fe0.6,883.0,False
BCo2.5DyFe1.5,666.0,True
BCo2.5Fe1.5Sm,758.0,True
BCo2.7Fe0.3,825.0,False
BCo2DyFe2,663.0,True
BCo2Er2Fe12,698.0,True
BCo2Fe12Nd2,723.5,True
BCo2Fe12NdTb,738.0,True
BCo2Fe12Y2,699.0,True
BCo2Fe2Nd,653.0,True
BCo2Fe2Pr0.3Sm0.7,754.5,True
BCo2Fe2Sm,775.0,True
BCo2Fe2Tb,719.0,True
BCo2Fe2Y,655.0,True
BCo2FeO5,70.0,False
BCo3,748.5,False
BCo3.5Fe0.5Sm,671.0,True
BCo3DyFe,650.0,True
BCo3Fe11Pr2,747.0,True
BCo3Fe11Y2,759.5,True
BCo3FeNd,525.0,True
BCo3FeSm,729.0,True
BCo3FeTb,699.0,True
BCo3FeY,635.0,True
BCo3NiSm,424.0,True
BCo3O5,42.0,False
BCo4Dy,422.5,True
BCo4Er,387.0,True
BCo4Er2Fe10,803.0,True
BCo4Fe10Nd2,821.5,True
BCo4Fe10Y2,801.0,True
BCo4Gd,505.0,True
BCo4Ho,398.0,True
BCo4La,420.0,True
BCo4Lu,396.0,True
BCo4Nd,468.0,True
BCo4Pr,459.0,True
BCo4Sm,505.5,True
BCo4Tb,456.5,True
BCo4Th,302.5,False
BCo4Th0.2Y0.8,352.0,True
BCo4Th0.4Y0.6,329.0,True
BCo4Th0.6Y0.4,315.0,True
BCo4Th0.8Y0.2,309.0,True
BCo4Y,380.0,True
BCo5Er2Fe9,843.0,True
BCo5Fe9Nd2,853.0,True
BCo5Fe9Pr2,831.0,True
BCo5Fe9Y2,846.5,True
BCo6Fe8Nd2,880.0,True
BCo6Fe8NdTb,907.0,True
BCo6Fe8Pr2,863.0,True
BCo6Fe8Y2,882.0,True
BCo7Fe7Pr2,893.0,True
BCo7Fe7Y2,923.0,True
BCo8.5Fe5.5Nd2,943.0,True
BCo8Fe6Pr2,920.0,True
BCo8Fe6Y2,944.0,True
BCo9.5Fe4.5Nd2,964.0,True
BCo9.5Fe4.5Pr2,950.0,True
BCo9Fe5NdY,982.0,True
BCo9Fe5Pr2,942.0,True
BCo9Fe5Y2,973.0,True
BCoDyFe3,660.0,True
BCoFe13Nd2,651.5,True
BCoFe13Pr2,631.0,True
BCoFe13Y2,633.0,True
BCoFe3Y,674.0,True
BCoNi3Sm,90.0,True
BCr2Fe12Y2,460.0,True
BCr3Fe11Y2,440.0,True
BCr4Fe10Y2,307.0,True
BCrFe13Y2,525.0,True
BCu2MnO5,93.0,False
BCuNi3Sm,57.0,True
BDy2Fe14,598.0,True
BEr2Fe14,554.0,True
BFe,573.0,False
BFe10Mn4Y2,229.0,True
BFe10Ni4Y2,623.0,True
BFe11Mn3Y2,329.0,True
BFe11Ni3Y2,612.5,True
BFe12Mn2Y2,403.5,True
BFe12Ni2Y2,596.0,True
BFe13MnY2,492.0,True
BFe13NiY2,584.0,True
BFe14Gd2,660.0,True
BFe14H3Y2,627.0,True
BFe14H4Nd2,595.0,True
BFe14Ho2,573.0,True
BFe14La2,530.0,True
BFe14Lu2,535.0,True
BFe14Nd2,585.0,True
BFe14NdY,590.0,True
BFe14Pr2,566.0,True
BFe14Sm2,620.0,True
BFe14Tb2,620.0,True
BFe14Th2,481.0,False
BFe14Tm2,541.0,True
BFe14Y2,570.0,True
BFe14Yb2,524.0,True
BFe2,1015.0,False
BFe2Ni2Sm,495.0,True
BFe3,833.5,False
BFe4Lu,570.0,True
BFe9Ni5Y2,616.0,True
BFeNi3Sm,363.0,True
BH3O3,62.0,False
BMn,575.0,False
BMnNi3Sm,210.0,True
BMnO4Pb,31.0,False
BNdNi4,12.0,True
BNi4Sm,39.5,True
Ba(Ti0.93Fe0.07)O3,565.0,False
Ba(Ti0.9Fe0.1)O3,130.0,False
Ba(Ti0.9Fe0.1)O3 with 10 at% Nb,100.0,False
Ba(Ti0.9Fe0.1)O3 with 8 at% Nb,130.0,False
Ba(ZnSn)0Fe12O19,705.15,False
Ba(ZnSn)1.0Fe10O19,503.15,False
Ba0.3La0.7MnO3,333.0,True
Ba0.5Sr1.5FeVO6,722.0,False
Ba0.6Co2Fe24O41Sr2.4,669.0,False
Ba0.7K0.3(Zn0.85Mn0.15)2As2,180.0,False
Ba0.85K0.15(Zn0.9Mn0.1)2As2,230.0,False
Ba0.99Nd0.118Co0.041Fe11.86O19,725.15,True
Ba1,0.0,False
Ba1.25Pr0.75FeMoO6,410.0,True
Ba1.5Pr0.5FeMoO6,390.0,True
Ba1.5Sr0.5FeVO6,730.0,False
Ba1.7Pr0.3FeMoO6,360.0,True
Ba1.8K0.2FeMoO6,260.0,False
Ba1.8La0.2FeMoO6,334.0,True
Ba1.8Pr0.2FeMoO6,355.0,True
Ba1.9La0.1FeMoO6,332.0,True
Ba1.9Pr0.1FeMoO6,335.0,True
Ba14MnSb11,20.0,False
Ba1Co1Fe14O23,740.0,False
Ba1F2Fe12O19,710.0,False
Ba1Fe12O12Sr1Zn2,333.0,False
Ba1Fe14O23Zn1,705.0,False
Ba1Fe1O3,180.0,False
Ba1Fe2Mo2O12Sr3,413.0,False
Ba1Fe30O30Sr4Zn5,400.0,False
Ba1O3V1,77.0,False
"Ba2(Fe,Re)2O6",385.0,False
"Ba2(Fe,Re0.5W0.5)2O6",300.0,False
"Ba2(Fe,Re0.8W0.2)2O6",338.0,False
"Ba2(Fe,W0.5Mo0.5)2O6",270.0,False
Ba2.6Co2Fe24O41Sr0.4,683.0,False
Ba20Fe20O59,190.0,False
Ba21Fe25Mo25O150Sr29,399.0,False
Ba2Co2Fe12O22,613.0,False
Ba2CrMo0.5W0.5O6,285.0,False
Ba2CrMo0.8W0.2O6,308.0,False
Ba2CrMoO6,335.0,False
