#mammos csv v1
#SpontaneousMagnetization,ExchangeStiffnessConstant,UniaxialAnisotropyConstant,CoercivityHcExternal,Remanence,MaximumEnergyProduct,,,
#https://w3id.org/emmo/domain/magnetic_material#EMMO_032731f8-874d-5efb-9c9d-6dafaa17ef25,https://w3id.org/emmo/domain/magnetic_material#EMMO_526ed2a5-a017-590e-8eb8-8a900f2b3b78,https://w3id.org/emmo/domain/magnetic_material#EMMO_49a882d1-9ce7-522b-91e7-3a460f25f5ac,https://w3id.org/emmo/domain/magnetic_material#EMMO_fe101d1d-f1f7-54f8-886b-fa6d6052ce98,https://w3id.org/emmo/domain/magnetic_material#EMMO_8fc78216-4859-53c2-b41e-e38062b04054,https://w3id.org/emmo/domain/magnetic_material#EMMO_e1028129-c23e-57ac-9174-2f34ddbf3926,,,
#A / m,J / m,J / m3,A / m,A / m,J / m3,rad,,
Ms (A/m),A (J/m),K (J/m^3),Hc (A/m),Mr (A/m),BHmax (J/m^3),relative_angle,calculator,file_path
3915112.395980789,3.038534310498681e-10,9069248.85350789,1767679.5125118091,2701063.757002334,704068.2772622956,0.8044018896442826,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_710
1354745.2719307707,5.006092548120417e-10,5659309.365824382,198825.6220213391,40541.37059937052,201.6040150424842,1.5408966554836452,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_679
3361205.770333436,6.719803819363452e-10,4517566.883803451,1152199.3967661583,3072791.836737705,1001639.9058437998,0.41239375202981393,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1554
7832477.481624287,4.091593985435465e-10,903890.9397539764,45479.844359053546,191288.36966683343,1328.9909024974063,1.0111159551347284,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1541
6101709.500389494,4.84979036345556e-10,4929639.668546611,346070.8951580857,3044575.987043068,325440.2521441146,0.9980363412515451,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_493
989218.0695029824,2.519469853739285e-10,5778517.042194215,2188125.9388508303,240033.4403537822,7527.191524043237,1.3257209770653982,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1931
3825397.419965293,8.551963874012469e-11,5591447.865797369,562105.0935986722,991194.333437159,66026.50376179439,1.3096980636352198,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1407
6704239.394394318,3.433894565352302e-10,8584886.301419016,503271.23943369807,4435014.362203017,995656.0907352276,0.8073651324477428,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_496
4180127.433767776,7.134777802695946e-10,9934760.642236754,1313190.7447479686,1578130.838028412,208673.62161353845,1.182760921771499,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1574
5918202.332783519,6.501735824852342e-10,11920.454382781109,59833.01124378449,2686937.2046090937,9163.210899220092,0.6290080983440227,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_236
6764299.305787439,5.081629911926258e-10,6838907.614334805,344786.3677536602,1501486.4833833517,83618.17143760546,1.3390060588900923,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_188
4686809.757759783,7.088586183290255e-10,2030353.639427499,70512.12964569712,496318.1913414273,6102.769024009572,1.4693644843551301,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1508
2974391.2724783453,3.615428503323138e-11,8959976.953650178,581068.5736917235,364631.6900005446,13158.709282234831,1.447204468816661,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_700
3632710.883862485,3.0625029768645756e-10,7061233.615133203,792468.1084921936,965945.4475202168,74672.46910136545,1.3019118755382122,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_556
5299548.7868295945,4.19561456249637e-10,7075414.86984098,1034220.7158975942,4804181.876390733,1936857.7785743005,0.39538471287381216,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1148
5610462.68763247,8.965112743560188e-10,6830505.816659044,879506.5767047702,3258209.286318634,584577.2699604039,0.9536418924949598,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1384
6203353.606768913,5.73938829251664e-10,1905818.2446187,229906.91967333315,1172419.7174176443,40880.79229608272,1.1575203722559273,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1308
3177108.526877744,1.5609849417719763e-10,860704.1436605089,22119.96023350181,1827758.372589785,21889.49500138353,0.7420709130584623,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1612
3004093.1297443323,3.184206033420535e-10,278706.7662116172,39301.922615249714,778307.9894297823,6373.449301295942,1.3178133035287471,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_488
2728902.3930979907,7.978957330352504e-11,8157115.233782356,2658435.0703090644,2662376.622326815,965960.179614372,0.21359337955820037,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_22
3977674.6765892506,2.88498679325766e-10,3029101.828227045,535050.5869912537,2301160.481015507,269297.95235854905,0.9496940184809832,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_800
990316.5604018178,3.698319415041057e-10,1488281.2634081077,1262383.3967104524,871301.6922840554,98751.57673695598,0.4952799436923187,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1634
1000672.380093488,7.808062338853625e-10,7959913.364970288,6303299.224043069,674187.325550156,61639.95468675505,0.8316272179122712,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_325
3529847.6996146017,3.290602567132388e-10,3899567.97782956,869285.9334675627,3176389.6559719155,940385.0982064592,0.4431734502269975,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_945
7851720.045141665,9.37108776650792e-10,5464861.056752088,167978.09208637453,6161679.648008715,594004.4985444262,0.6202709306123253,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_544
3906675.6659326153,9.840374414591075e-10,3911579.400981097,851885.5918529477,3525298.087766375,1055521.1985688205,0.44088157387348637,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_958
1856427.823890166,2.1320508994376338e-10,9171506.436702354,3934940.4037891966,1460823.750966363,279952.6455619771,0.6647921945580775,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1421
7112257.750941362,9.378892899204967e-10,7681971.993873967,427304.6910809114,1998044.0697467,141347.69223524147,1.2770749626270086,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_878
3518993.5221714573,2.817442708074321e-10,1986208.3878186808,387890.321012438,2542797.347128599,307297.82281346247,0.7574612462410477,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1348
7694234.136462287,2.8639157868279024e-10,7372504.102788705,54996.68343588228,183199.7315942961,1403.4146834455628,1.100235464466644,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1120
6983509.540576032,3.6182702468848126e-10,6536203.067824281,34220.45063645516,2493542.1423872965,50201.07141360442,1.0870495717166335,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1628
3107533.781476377,5.55888384505415e-10,9641562.962755712,696285.4882853216,442414.8933753183,19339.307843077,1.4282385727658857,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1097
7919263.797042979,4.431577856454001e-10,8202855.095381015,22821.46669898417,91196.60981323874,258.45311945995087,0.6813032922718035,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_578
1231399.534356812,8.724901035400617e-10,5383210.976242795,831116.8193911407,148143.4800239986,2738.902173975434,1.4503992803062855,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1831
3024277.533948081,7.39702498863605e-10,9719390.083899245,2561525.8964318326,2393896.8732217704,681797.8828084723,0.6567972541677035,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1627
5571046.848149692,4.882014458117237e-10,2261196.182101257,30822.85387725093,3149141.821114933,57030.90927954228,0.6191591215039529,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1826
887976.2907782249,7.96674964555969e-10,2371980.4893711526,3018193.6055863462,879722.4147891005,107747.98620868154,0.13672009276201771,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1529
4511544.550329144,6.498007811611632e-10,9097497.084238058,1586076.7054373566,3756199.1519346833,1380446.4430433754,0.5780454484631247,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_805
4415089.997830605,9.543238049810135e-10,1029425.9389791448,59305.36973709242,870301.1764761453,9831.504023704298,1.3577490334818483,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_582
1619623.347321528,4.2651779249795555e-10,4906521.887116874,2492375.4818786685,1373903.088221805,246150.0076913935,0.5577438466272525,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_594
2734125.248690915,8.253167347618576e-10,531489.5328438118,107981.5031378761,962457.961329401,20532.641665808973,1.198318819118534,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_877
3011525.833058468,3.910740698549949e-10,4245805.865527516,1088886.935270811,2349522.090690855,520703.3140260909,0.6746030616153179,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1768
5189606.182994932,7.573680859354613e-10,2317811.5545851765,79247.40146234556,521629.9198541471,7091.165218082506,1.4932640867736635,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_179
4519109.246784178,2.7171136399810464e-10,2597672.0811822275,305318.79569852527,3110172.7953241626,374924.5727367264,0.7958196906711079,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1153
3303130.089724867,5.488063835447927e-10,8443393.842686582,1679.405158576631,1360.60364728784,24.22246023103139,1.570739913563918,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_76
539302.5168806044,1.354502871606578e-11,8684.186346203342,11287.546743063564,477228.9434501208,2397.244334310952,0.5047971042903687,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_2
5366239.772776462,3.852934709561335e-10,8242250.481810247,1032600.5840653848,4640652.645950719,1789762.417869063,0.5009527033316874,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1456
7091272.376264047,7.873035140486366e-10,7247824.086976278,529847.0624123842,2430394.074900333,228527.95481937897,1.2319924285761448,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_964
2482696.3306124224,7.194840089123624e-10,2240394.829392667,462224.944199918,846804.5186336447,48409.26901962428,1.2212405637943227,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1960
7041326.526362031,1.4983800879263415e-10,4756503.620105659,129155.54103520304,468213.2424284076,10007.72734664567,1.2191109141511396,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_981
4610080.609992494,7.800676235933893e-11,7167196.341922984,732662.6535322292,2225159.600463954,327268.6224583925,1.0614591171282393,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_903
7091512.180393597,9.076850417062115e-10,4030243.3615165423,41859.13329189389,3698356.136737747,87048.42346396999,0.8567915776580715,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1275
2907601.707995198,2.0530492293750708e-11,6884531.401617183,1381753.1768139442,1185262.2776528404,135198.75290749487,1.1483819290026083,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_311
4524156.88099986,8.804548315195451e-10,9633429.365753584,1612509.9624062455,2735696.419459825,629531.5869609313,0.9195657095393067,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1904
2164875.680869166,2.83078436594294e-10,6902690.775030896,1896017.8253766797,888923.1999707455,88700.07168336585,1.1471764905515995,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1281
1995494.5083480773,7.8265388698398e-10,9244379.37399903,3686654.611615615,1489867.2641255422,285440.8175391606,0.7277658110903645,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_2
2235378.7724865857,8.265119352603884e-10,9297524.188530704,3470143.0957262614,1945032.0908960807,497378.2793484955,0.5151079798221901,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1156
7199141.502995966,3.79287971099767e-10,6898254.635262908,146743.0593887449,504065.1141702033,10739.896940549395,1.1220201397852727,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_636
7796750.639789907,9.81978975551823e-10,1607090.41753215,232294.47735399703,2404871.545282135,167847.73269474067,0.9368584624350762,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_573
3962060.4983677976,4.994528341981821e-11,710653.4774211382,67866.18342255373,222728.7453736504,2184.333371705327,1.4528144086911388,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1907
5638528.021384224,6.491617062738854e-10,2503755.344500162,150589.134421295,5408011.724623096,627857.4596673778,0.18022253849623504,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_259
5065198.201092716,6.107669329973905e-10,2490317.574191232,308520.7975625877,2833869.6681583696,196865.24771465876,0.9931783266809232,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1686
7017264.602359656,2.775001832989946e-10,7932092.470709658,164507.03518671304,470197.8966302539,10561.409731168736,1.2938065119303284,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_515
4742040.409623347,5.739531637024401e-10,1129184.9118290031,67544.39354024697,4403765.993278246,222503.67083647195,0.37954063336682137,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_927
7349583.483963116,3.2371432081995656e-10,8434378.785071043,155940.44259173764,451272.8478184157,9709.53016083265,1.313862084682257,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1520
6546260.965175945,1.5844255824243838e-10,5669910.431046377,3009.6752257180387,13803.33945640131,6.496612400886692,0.18034365441018368,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1629
1812857.064915158,2.1555427539683872e-11,8882832.423637949,3623097.837932868,1393293.9680909691,253828.1460440688,0.6937053003128056,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_51
4620834.853261682,7.683289165407811e-10,5842185.02687378,956866.2504732956,3060838.4743715557,610756.3521450931,0.8469626453273247,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_872
175274.94925690742,8.854519103014534e-10,1156472.7445933353,2652038.031443512,45929.81769887019,276.15713295133787,1.3064669028317986,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1626
2330686.304960757,7.685299982683662e-10,3004069.6050249883,224109.0078926269,255823.2045576296,5190.001423730936,1.4610105839780636,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_853
625756.7296777732,9.337457367286283e-10,2935844.97261058,358489.7809830437,30126.001594487392,116.80188834949918,1.522996357042667,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1884
7277120.886287946,5.792452609919428e-10,750163.4582837113,152601.24896021353,787985.0344913896,17774.97220843254,1.3539561289734396,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1704
7740742.22067744,6.055382101707335e-10,1527482.2867511306,204193.47277548703,1337835.7013705738,40109.881178820455,0.7791855089641124,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_186
4932787.681219271,8.845305557342795e-10,153380.73466272472,35223.12211025688,3626375.9620814216,80280.95182014417,0.7336130997015652,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_363
2652988.6022068635,9.89602679548672e-10,4500745.394014412,1336107.873779352,1741079.123716636,294505.4710385328,0.8534885512502913,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_579
7095235.017553972,2.0611345544963743e-10,4941298.017792868,74106.5809219298,272186.09150273213,2945.252355693452,0.7786050215409853,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1307
3076078.5139222657,3.439179723068484e-11,8218762.439136963,1712284.3580436388,2665871.2876159344,857724.2893626177,0.5163047921656283,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_821
6697313.643081432,5.856375735696764e-10,9273505.672864446,945847.179571226,4472427.843771683,1089953.5960520597,0.8176071487610584,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_35
5142044.784201662,3.738131545513595e-10,1107010.2197337416,25486.539145030743,158493.90924091407,646.4644597813756,0.3441311245775908,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1228
6056968.734834718,7.543020598600257e-10,2782580.768040519,232209.08222132912,5162395.324521772,750185.988935629,0.5042336751650957,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1670
7303190.56434505,8.53574262657904e-10,7559437.5928583555,498162.5613358973,2575611.931266814,247818.65856035787,1.2144756668130157,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_380
6263421.337734094,1.3135093924068324e-10,2497314.687958063,72157.54252347218,256553.31225577692,2721.450931451796,0.9448538230038009,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_329
4252536.178173989,9.479427063497099e-10,2200131.2319192523,329545.1523961306,1861252.413237682,117759.2404628722,1.104465681934024,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_951
3728015.949102629,5.346317552980601e-10,230428.9695809025,19680.203531858715,1202275.9934994522,5626.191794344731,1.432947597860545,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_106
4857334.095459021,2.2885837912326002e-10,9821423.671020942,449201.2461123885,688450.5020833446,33114.93775441882,1.429888799668066,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1610
6826119.328688561,9.789117597619882e-10,6460886.222580742,667375.3104954335,3872043.651082829,611502.9342772788,0.9640552045589718,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1988
3504267.8252197923,7.561639178011444e-10,1169625.800582781,87770.16635265101,633936.5672381913,9956.804228072377,1.4075513668344422,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_72
4104293.6813679216,8.101701545620625e-10,2303001.063198155,448325.02922143147,2732867.2205102067,314135.5714756578,0.8235508903903848,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_114
6616318.788301306,9.984920374933112e-10,1123405.590482599,75277.8074333388,3678222.2515859054,195795.60112154044,0.7307151887371155,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1219
4738497.817208738,7.834614930242812e-10,6183973.711341122,909797.8727586676,2496871.730197476,383832.2119377857,1.0139059717021415,mumax3_MinDriver,mumax_mindrive_data/data/output_164794_26
6722269.269838372,8.415018518806548e-10,3522638.038892487,370260.88236119214,1738473.38768602,101498.78853929938,1.3414028864518035,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_957
5110796.549816965,4.4291955490862224e-11,8608921.400241654,154104.7331337613,256062.37866508603,4340.470904853304,1.5539371076646358,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_379
5880780.697558695,8.566037110682144e-10,209439.85174451952,35197.83894782252,2531148.2835293305,50017.354395484326,1.4478573390237641,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_825
7687832.453354626,8.391369836985024e-10,4752606.152247747,391422.57983908727,1524483.657284184,91570.04485145262,1.4782333083714467,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1979
1738002.2337068152,6.304929423247382e-11,1135717.8761051355,529913.0166140797,1629673.563881914,290185.0786681425,0.3390761685201475,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_686
3527090.219448704,7.17724315748479e-10,6596108.762781746,969347.101456326,1227168.326621925,121770.4927097886,1.212290595131269,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1351
7520647.439940507,7.776556054319295e-10,3806996.753186194,27990.65521674772,165227.9537365315,767.1830011215649,0.5567103435552955,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_725
2374953.8569102352,1.1412310970586286e-10,7802708.739473852,1487401.6733217745,708188.7080831084,54683.39315315573,1.2676617043042628,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1044
7226433.689949969,5.450692469156035e-10,2862305.4364115587,110805.17745313566,515717.821805574,9101.122918371835,0.9747072053850043,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_591
4386873.790011163,3.9904338554642567e-10,8232305.136326955,407092.3339446484,608059.0182207526,26136.419225355432,1.4296668760251647,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1205
1295508.379647134,1.6659432506959626e-10,4277288.211324071,1348295.385110674,344763.8571430876,14382.389215344943,1.3013240972313085,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_82
5324413.99060092,1.3737811751208618e-10,4804195.166624606,14193.293052253368,39053.12956887595,71.38907824946003,1.2896770240945745,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1057
5877583.923678472,8.838291396815079e-11,6766575.333700278,90553.3750026115,250878.21407188164,3091.2573157891693,1.1267848427621725,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_628
5517915.250854898,7.999107131661662e-10,1850811.5318641528,96650.2311894885,920031.9466389858,15942.668153189812,1.377648814559148,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1461
2508490.329721405,2.12419306562362e-10,2664294.6702384306,564231.278654513,897685.5558034603,58968.803618917766,1.201573528625534,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1636
6001448.86548312,1.2596485909114948e-10,2138595.4100504317,34761.398093084004,122761.86890344882,572.4226654917784,1.4970096365076762,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1081
2558263.1113725547,4.52652837740644e-10,5955106.227417899,1518324.0952254653,1181819.532475385,141089.2949412748,1.0894912654747098,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1708
4305958.145805176,3.821587963258033e-10,8052613.720588083,1323392.2825846428,2862734.724830162,687897.4850482089,0.84162816616367,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_691
6098802.436557868,8.234005524369451e-10,8514175.205722757,591836.34462018,1737909.7161836843,151627.7967784818,1.2779387273656782,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1672
4702495.43573325,9.637628094216962e-10,6968692.075784795,1206590.1543123908,3986829.9842394334,1372790.2455156983,0.5513025185949807,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1646
6873887.186910705,5.956745124497638e-11,6871342.7251223065,69466.14842116021,450912.5037943181,8372.736329348243,0.8730905047005023,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1569
2659168.926148412,4.2504745645489803e-10,1966501.253097168,463975.0120759329,1178837.240172504,82844.63284466117,1.109882469080039,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1375
3200346.826769427,3.329726714469411e-10,1396602.5890673294,329703.14870361454,2370703.5270265024,251580.57938918856,0.7234030951639676,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1346
4931718.645332992,8.21240733889584e-10,143684.4236134871,14805.631149414909,3617150.0326217553,21830.52820107416,0.5214443729133692,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_428
6264778.050233789,9.551105789763443e-10,2590656.498663537,209276.56702435663,1730261.421005502,67416.87751305025,1.2584264205103257,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_209
2709944.629006507,3.2395003723012903e-10,4848858.843835423,1438866.3472788737,2242858.301688274,555393.4460928659,0.5925191481174283,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_568
7397132.115652839,4.844864666851722e-10,1847823.3020062696,130570.429275089,747010.0889611983,15959.64573469494,1.3795897116859521,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1217
1612920.499178452,5.365347430990753e-10,5122930.6411394095,2505376.788603677,1070728.1067336297,142058.54506656597,0.8449587035464412,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1475
1531663.5991578214,6.589561122611995e-10,4755344.941755041,2587585.965013653,1328270.284603205,232940.5672126228,0.5210124686241758,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1536
7062493.2881457005,1.8337993586721358e-10,3923192.1286594975,21987.349201692632,117762.4425807368,377.7665447579003,0.06708805487008805,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_27
6958856.453713174,5.695263842200622e-10,7733755.497028445,501830.1032448103,2533204.6162114404,225091.10956730013,1.202741929937904,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1433
1580431.3018498635,3.306442138906101e-10,2715721.1813458493,231911.2665544447,134781.05249964312,1807.6068837127236,1.4858449665772808,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1996
5069945.070786416,6.829845633546045e-10,6680859.213145163,878832.7504971707,2433678.141982029,346557.39100763545,1.0650406267645485,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_832
6538398.952561914,1.8330541507994443e-10,2447952.6002018903,51160.36508217851,326674.6001779215,3908.305952020872,1.2670614645342597,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_447
1878961.599993859,6.600336463072652e-10,7451126.263101855,1388231.9330030186,424030.7092040732,21094.4235464507,1.3431520375103507,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_148
4061447.280382605,9.487796703763127e-10,8472589.923817279,1604491.6613731235,2614223.794226317,608628.9971269479,0.8719535142322803,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_268
1353525.6664462497,5.320702434701472e-10,7087353.164564283,3211601.756101051,576521.0042650348,42580.6763429052,1.1308338036823156,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_476
7389234.256238807,4.827854340426454e-10,5373568.50457485,68814.61014394193,328216.8180994951,3573.738163009022,0.4779712641723465,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1461
7242805.120214106,7.10430868785543e-10,1143388.0743512814,172677.76260292085,880983.9581958178,24095.74882489369,0.3278137780782644,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1886
1538828.7928913916,5.44724311006051e-10,779359.105417874,330851.3704745664,704313.2099202686,32989.16776016254,1.093932462739735,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_790
2495868.7170635425,1.159291809724381e-11,8650035.718837783,2218611.014387337,1134116.0783956985,143769.67423427838,1.0985120943388629,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1530
1188957.8104378046,9.573294662906324e-10,7851888.446748524,5341585.43083977,963044.7824956534,126097.08378526692,0.6267555823924711,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1110
5145831.399526971,9.081984637092307e-10,4939245.388700988,249940.8194562277,841441.8367005264,31092.48973480013,1.4069418335757908,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1392
1231261.1416519948,6.523574082574444e-10,3033697.2189373323,1963729.4098581125,917834.1735016684,106834.78878835574,0.7296008790342701,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1881
7062811.866941562,9.257054405928231e-10,6819281.646872879,116903.67857047396,597869.3101060068,11225.522290757744,1.4649228846524331,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_640
3896002.448510719,2.041841403856419e-10,1142810.5427561053,155808.54388510034,646651.6896947806,15404.69358486302,1.5099429888846574,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_944
7829876.376204828,5.74542153744064e-10,2479159.5507908417,217804.68571191045,1094953.3966557444,45017.818024156135,1.3515665269776114,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_862
7280721.921197521,4.829476394122588e-10,6278771.314745072,87073.1477141164,4419507.995127021,269946.03137275326,0.9099986225970529,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_257
4270840.021463298,5.836610205870528e-10,5455146.276755209,1320201.2189307052,4182430.300371861,2100605.189418601,0.1750988157221608,mumax3_MinDriver,mumax_mindrive_data/data/output_165319_1382
1467092.2792844155,7.392641990774718e-10,1950417.95222751,281934.2941260396,196989.30390791167,3712.8770380616775,1.4358336730400292,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_628
2605434.6638837527,5.66858775403112e-10,620265.4976759392,147377.5508440757,1232041.6009276717,38365.43266939159,1.0825868532141265,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1854
7684354.690141093,9.374692373916855e-10,4221664.752517955,330751.4855762917,1493287.4686275888,74722.0658639275,1.5135702355883984,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_1776
7393681.772367047,7.63426695750306e-10,5252429.381212713,66714.27307574148,3994200.489046369,163752.23284319177,0.835865404010435,mumax3_MinDriver,mumax_mindrive_data/data/output_165320_640
3167669.599297873,4.758321738572502e-10,5616685.045764471,1379904.6464569815,2065768.640169345,395093.53791867045,0.8584547476363978,mumax3_MinDriver,mumax_mindrive_data/data/output_157907_1769
5519034.096433411,1.2902504803339918e-10,8811421.886705048,709806.8982721844,3830553.383224689,1007602.7290908372,0.7902644657508355,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_1229
2097846.589720524,4.870272674641399e-10,8735473.07651114,3300019.474000269,1512448.0168728847,287909.31272652204,0.7655006341465297,mumax3_MinDriver,mumax_mindrive_data/data/output_157882_157
