composition,Tc_sim
Mn1.94SbBi0.06,553.0
Mn1.96SbBi0.04,553.0
Mn16Al16,650.0
Mn1Fe0.95P0.61Si0.33B0.06,267.0
Mn2.4Fe0.6Sn2,226.5
Mn20Al20Co14Fe22Cr24,300.0
Mn20Al20Co14Fe23Cr23,310.0
Mn23Y6,500.0
Mn2AlB2,291.0
Mn2AsP,557.0
Mn2CoAl,890.0
Mn2CoB,1206.0
Mn2CrB4,950.0
Mn2FeB,528.0
Mn2FeReO6,520.0
Mn2Mo3O8,41.5
Mn2MoB4,630.0
Mn2NiB,526.0
Mn2PtSn,745.0
Mn2Sb,550.0
Mn2TaB4,1080.0
Mn2WB4,610.0
Mn30Fe12Cu8Al50,300.7
Mn3CuN,146.5
Mn3GaC,165.0
Mn3Ge (L12),400.0
Mn3O4,42.0
Mn3Sb,656.0
Mn3Sn2,262.0
Mn3SnC0.94,290.0
Mn4.2Fe0.8GeSi2,196.0
Mn4.75Co0.25Ge3,271.72
Mn4.75Fe0.25Ge3,311.0
Mn4.9Co0.1Ge3,285.0
Mn4.9Ni0.1Ge3,268.0
Mn4FeGe2Si,318.0
Mn4N,740.0
Mn4Si7,46.5
Mn50Al50,600.0
Mn52Al48,630.0
Mn52Al48C,610.0
Mn5Ge1.5Si1.5,255.0
Mn5Ge2.4Ga0.6,282.0
Mn5Ge2.5Al0.5,294.9
Mn5Ge2.5Si0.5,299.0
Mn5Ge2.7Sb0.3,312.0
Mn5Ge2.9Ag0.1,295.0
Mn5Ge2.9Fe0.1,295.4
Mn5Ge3,298.0
Mn5Si3,350.0
Mn5Si3C0.22,152.0
Mn5Si3C0.75,350.0
Mn5SiB2,410.0
MnAl,521.8
MnAs,318.15
MnAs0.9Sb0.1,318.0
MnAsS4,740.0
MnB,442.5
MnB2,143.0
MnBO3,538.9
MnBi,630.0
MnBi0.9Sb0.1,225.0
MnCl2·2H2O,6.7
MnCl2·H2O,2.18
MnCl3/SbAs,141.0
MnCo0.25Sb,257.5
MnCo0.75Zr0.25Ge,274.0
MnCo0.95Ni0.05Ge,330.0
MnCo0.96Cd0.04Ge,330.0
MnCo0.96Gd0.04Ge,300.5
MnCo0.98Cu0.02Ge,271.0
MnCo1V0Ge,360.0
MnCo2O4,180.0
MnCoGe,345.0
MnCoGe0.5Si0.5,373.0
MnCoGe0.7Si0.3,365.0
MnCoGe0.97Al0.03,269.0
MnCoGe0.995In0.005,320.0
MnCr2O4,42.88
MnCr2S4,64.7
MnCu2In,500.0
MnCu2Sn,500.0
MnFe0.2Co0.8Ge,289.0
MnFe0.3Co0.7Ge,249.0
MnFe2O4,573.0
MnFe4Si3,302.5
MnFeGe,159.0
MnFeP0.45As0.55,305.0
MnGa2Sb2,310.0
MnGaSb,600.0
MnGe2,400.0
MnNi,970.0
MnNi0.8Fe0.2Ge,291.0
MnNiGe,241.0
MnNiGe0.915Al0.085,213.0
MnNiSi,642.0
MnP,291.0
MnPK,1120.0
MnPd,920.0
MnPdGa,308.0
MnPtGa,230.0
MnRhAs,200.0
MnRhP,401.0
MnS2,225.0
MnSb,586.0
MnSb1+δ,580.0
MnSe2,300.0
MnSi,29.6
MnV1.95Al0.05O4,61.17
MnV2O4,59.3
MnZn ferrite with 0.04 wt% V2O5,518.0
Mn₂CoAl,728.0
Mn₂CoCr,1828.0
Mn₂CoGe,544.0
Mn₂CoNi,770.0
Mn₂CoPt,644.0
Mn₂CoRh,728.0
Mo-GaN,396.0
Mo-doped SnS2,1156.0
MoGe,500.0
MoI3,24.0
MoSn,500.0
N-adsorbed SiC,240.0
N-doped Y2O3,800.0
Na-doped GaN,734.0
NaCu3Fe2Os2O12,380.0
NaLaFeOsO6,793.0
NaLaFeReO6,517.0
NaLaFeRuO6,541.0
NaSr5Cr3Os3O18,579.0
NaSrCrOsO6,615.0
NaV6O11,64.0
Nb-doped SnS2,444.0
NbFeCrAl,611.0
NbMnVAl,797.0
Nd-doped Germanene,337.22
Nd-doped ZnO,827.0
Nd0.50Ba0.50MnO3,80.0
Nd0.50Sr0.50MnO3,268.0
Nd0.55Sr0.45MnO3,260.0
Nd0.5Sr0.45K0.05MnO3,313.9
Nd0.5Sr0.45MnO3,273.0
Nd0.5Sr0.5Mn0.9Cu0.1O3,260.0
Nd0.5Sr0.5MnO3,239.0
Nd0.60Sr0.40MnO3,324.0
Nd0.63Sr0.37MnO3,300.0
Nd0.67Ba0.33Mn0.98Fe0.02O3,134.0
Nd0.67Ba0.33MnO3,154.5
Nd0.67Sr0.33MnO3,244.75
Nd0.6La0.1Sr0.3MnO3,250.0
Nd0.6Pb0.4MnO3,156.0
Nd0.70Sr0.30MnO3,277.0
Nd0.72Sr0.28MnO3,145.0
Nd0.79Sr0.21MnO3,132.0
Nd0.7Ca0.15Sr0.15MnO3,123.0
Nd0.7Ce0.3MnO3,65.0
Nd0.7Pb0.3MnO3,148.0
Nd0.7Sr0.3MnO3,221.5
Nd0.85Pb0.15MnO3,109.0
Nd0.96Ce0.04MnO3,60.0
Nd2(Co0.1Fe0.9)17,550.0
Nd2(Co0.2Fe0.8)14.7Cr2.3,554.0
Nd2(Co0.3Fe0.7)14.3Cr2.7,601.0
Nd2(Co0.3Fe0.7)17,820.0
Nd2(Co0.4Fe0.6)14Cr3,614.0
Nd2(Co0.5Fe0.5)13.7Cr3.3,619.0
Nd2(Co0.5Fe0.5)17,980.0
Nd2(Co0.6Fe0.4)13.3Cr3.7,607.0
Nd2(Co0.7Fe0.3)13Cr4,577.0
Nd2(Co0.7Fe0.3)17,1090.0
Nd2(Co0.8Fe0.2)12.7Cr4.3,524.0
Nd2(Co0.9Fe0.1)12.3Cr4.7,436.0
Nd2(Co0.9Fe0.1)17,1160.0
Nd2(Fe0.9V0.1)14B,415.15
Nd20Ni42As31,28.0
Nd2Co14B,1007.0
Nd2Co7,600.0
Nd2CoMnO6-δ,164.0
Nd2Fe14B,585.65
Nd2Fe15Al2,500.0
Nd2Fe16.5Si0.5,366.0
Nd2Fe17,330.0
Nd2Fe17C1.0,454.0
Nd2Fe17C3.0,672.0
Nd2Fe17H1.1,410.0
Nd2Fe17H3.2,509.0
Nd2Fe17H4.8,525.0
Nd2Fe17N2.5,744.0
Nd2Fe17N3,750.0
Nd2Fe23B3,655.0
Nd2NiMnO6,191.95499999999998
Nd2NiMnO6-δ,196.0
Nd2Pd2Cd,23.7
"Nd3(Fe,Mo)29",395.0
Nd37Fe58Al5,500.0
Nd3OsO7,75.0
Nd3Te4,38.0
Nd4Co3,202.0
Nd5Fe17,503.0
Nd5Fe2B6,70.0
Nd5Ge2Si,58.0
Nd5Ge3,52.5
Nd6Co2Si3,84.5
Nd7Co6Al7,15.5
Nd7Ni3,14.0
Nd7Pd3,33.0
NdCeFe11Ti,593.0
NdCo2,100.0
NdCo2B2,27.0
NdCo5,910.0
NdCo9Si4,1060.0
NdCr2Al20,1.7
NdCu5,15.0
NdFe11Ti,561.575
NdFe11TiN,740.15
NdFe12B6,230.0
NdFe4P12,1.6
NdFe4Sb12,16.5
NdFe7Co3TiN1.3,873.15
NdFeB,585.0
NdMn2Ge0.4Si1.6,36.0
NdMn2Ge2,214.285714285714
NdMn6Ge6,417.0
NdNi4Si,10.6
NdNi5,7.6
NdNiIn,14.5
NdRhGa,9.0
NdRu4P12,2.0
NdRu4Sb12,1.2
NdV2Al20,1.8
NdYFe11Ti,595.0
Ni,627.4
Ni-B codoped graphene,212.0
Ni-Mn-Ga,376.0
Ni-doped ZnO,311.5
Ni-implanted p-GaN,200.0
Ni0.23Fe2.77O4,850.0
Ni0.5Zn0.5Fe2O4,481.0
Ni0.8Fe0.2O,300.0
Ni0.9Fe0.1O,300.0
Ni1.25MnSb,570.0
Ni1.5Co0.5Mn0.85Ga0.15,1657.5
Ni1.5MnSb,470.0
Ni1.64Co0.36Mn1.28Ga0.72,425.0
Ni1.65Co0.35Mn0.85Ga0.15,1543.5
Ni1.74Co0.26Mn0.85Ga0.15,1471.0
Ni1.75MnSb,405.0
Ni1.76Co0.24Mn0.85Ga0.15,1389.0
Ni1.76Co0.24Mn1.52Sn0.48,211.0
Ni1.76Co0.24MnGa,1148.0
Ni1.83Mn1.46In0.54Co0.17,270.0
Ni1.88Co0.12Mn0.85Ga0.15,1375.0
Ni1.88Co0.12MnGa,1138.0
Ni1.9Mn1.3Ga0.8,361.0
Ni2+xMn1-xGa,375.0
Ni2.17Mn0.83Ga,200.0
Ni2.18Mn0.82Ga,310.0
Ni2.20Mn0.80Ga,200.0
Ni25Co25Mn25Al25,583.0
Ni2CoS,801.3
Ni2Mn0.5Ga0.5,623.0
Ni2Mn0.65Ga0.35,664.0
Ni2Mn0.74Ga0.26,691.0
Ni2Mn0.75Cu0.25Ga,308.0
Ni2Mn0.85Ga0.15,741.0
Ni2Mn1+xIn1-x,304.4
Ni2Mn1+xSn1-x,341.7
Ni2Mn1-xCuxGa,373.0
Ni2Mn1.2Ga0.8,366.0
Ni2Mn1.398In0.602,282.0
Ni2Mn1.48Sb0.52,287.0
Ni2Mn1.48Sn0.52,301.0
Ni2MnB,470.0
Ni2MnGa,376.0
Ni2Si,210.0
Ni3.55Fe0.75,820.0
Ni37.5Co12.5Mn30.5Al19.5,351.0
Ni37.5Co12.5Mn35Ti15,290.0
Ni39.9Co10.1Mn30.6Al19.4,394.0
Ni3B7O13I,60.0
Ni3Pt,373.0
Ni3Si2O5(OH)4,23.7
Ni40Co10Mn33Al17,330.0
Ni40Co10Mn40Sn10,276.0
Ni40Mn50In10,314.0
Ni41.5Co8.5Mn32Al18,391.0
Ni41Co9Mn32.5Al17.5,397.0
Ni41Co9Mn32Al18,387.0
Ni41Mn43Sn10Co6,318.0
Ni42Co8Mn32Al18,390.0
Ni43Co7Mn32Al18,368.0
Ni43Mn46Sn7Ti4,302.0
Ni44.3Co5.1Mn31.4Al19.2,284.0
Ni44.4Co5.6Mn30Al20,269.0
Ni44Co6Mn32Al18,355.0
Ni45Co5Mn32Al18,284.0
Ni45Co5Mn36.6In13.4,385.0
Ni45Co5Mn36.7In13.3,385.0
Ni48.5Cu0.5Mn38Sn13,317.0
Ni48Co6Mn26Al20,200.0
Ni49.2Mn30.5Ga20.3,374.0
Ni49.5Mn32.5Cu4Sn14,198.34
Ni49.8Co1.2Mn33.5In15.5,235.5
Ni49Fe18Ga27Co6,405.0
Ni49Mn39Sb12,334.0
Ni4Nb2O9,76.1
Ni50.2Mn29Ga20.8,374.0
Ni50.2Mn33.4In16.4,295.0
Ni50.5Mn31.3Ga18.2,378.0
Ni50Mn22Al28,270.0
Ni50Mn25Ga25,377.5
Ni50Mn28Al22,370.0
Ni50Mn29Ga20Y1,350.0
Ni50Mn30Ga20,363.0
Ni50Mn34In16,315.0
Ni50Mn35Sn15,187.0
Ni50Mn36Sn12Ge2,310.0
Ni50Mn36Sn14,304.5
Ni50Mn37Sn13,302.3
Ni51.2Mn31.1Ga17.7,370.0
Ni51Mn32.4In16.6,246.0
Ni51Mn32.4In16.6H5.2,219.0
Ni52.1Mn27.3Ga20.6,378.0
Ni52.6Mn23.1Ga24.3,300.5
Ni52.6Mn23.7Sn23.6,202.0
Ni52Mn24.4Ga23.6,361.0
Ni52Mn26Ga22,366.0
Ni7Cu3,293.7
Ni80Fe20,823.0
Ni8Mn2Cr2Ga4,151.0
Ni8Mn2Cr2Ge4,183.0
Ni8Mn2Cr2In4,173.0
Ni8Mn2Cr2Sn4,213.0
NiBr2,22.0
NiCl2,27.0
NiCoMnAl,583.0
NiCr2O4,67.0
NiCr2O4 (Bulk),65.0
NiFe2O4,858.0
NiFeCoCrMn,38.0
NiFeCoCrPd,440.0
NiFeCoCrPd0.25,225.0
NiFeCoCrPdx,225.0
NiI3,532.0
NiIn2S4,273.0
NiMnSb,525.0
NiPt3,210.0
NiZrTiAl,566.0
Ni₂CoFe,1224.0
NpB2,116.0
NpGa2,55.0
NpN,87.0
NpSi1.72,48.0
Pa0.8Bi0.2Mn0.9Fe0.1O3,97.0
Pb0.5Sn0.5Mn0.005Te,30.0
Pb0.9Sn0.1Mn0.1Te,4.0
Pb1.5Na0.5FeOsO6,338.0
Pb2CrMoO6,480.0
Pb2CrReO6,720.0
Pb2CrWO6,595.0
Pb2FeOsO6,280.0
Pb2FeReO6,420.0
Pb3Fe2WO9,340.0
PbFe12O19,718.0
PbNaFeOsO6,480.0
Pd2FeNi,504.0
Pd2FePt,463.0
Pd40Ni22.5Fe17.5P20,94.0
PdZrTiAl,567.81
Pd₂CoPt,586.0
Pm-doped Germanene,364.5
Pr-doped Germanene,309.94
Pr0.1Ca0.9MnO3,110.0
Pr0.2Sr0.2K0.2MnO3,269.0
Pr0.4Eu0.2Sr0.4MnO3,238.0
Pr0.4Sr0.6CoO3,212.0
Pr0.50Pb0.50MnO3,253.0
Pr0.50Sr0.50MnO3,213.0
Pr0.52Sr0.48MnO3,274.0
Pr0.53Sr0.3MnO3,286.0
Pr0.55Na0.05Sr0.4MnO3,289.0
Pr0.55Sr0.45MnO3,291.0
Pr0.55Sr0.4Na0.05MnO3,289.0
Pr0.5Dy0.1Sr0.4MnO3,248.0
Pr0.5Eu0.1Sr0.4MnO3,270.0
Pr0.5Gd0.1Sr0.4MnO3,258.0
Pr0.5Sr0.3Ag0.2MnO3,305.0
Pr0.5Sr0.3Li0.2MnO3,290.0
Pr0.5Sr0.3Na0.2MnO3,299.0
Pr0.5Sr0.45K0.05MnO3,292.0
Pr0.5Sr0.50MnO3,261.4
Pr0.5Sr0.5CoO3,218.0
Pr0.5Sr0.5MnO3,250.0
Pr0.60Pb0.40MnO3,254.0
Pr0.63Bi0.07Sr0.3MnO3,242.6
Pr0.63Sm0.07Sr0.3MnO3,210.7
Pr0.63Sr0.37MnO3,305.0
Pr0.65(Ca0.6Sr0.4)0.35MnO3,210.0
Pr0.65(Ca0.7Sr0.3)0.35MnO3,220.0
Pr0.65Sr0.45MnO3,301.0
Pr0.67Ba0.33Mn0.95Fe0.05O3,128.0
Pr0.67Ba0.33MnO3,188.0
Pr0.68Ca0.32MnO3,31.0
Pr0.6Ca0.1Sr0.3Mn0.925Fe0.075O3,115.0
Pr0.6Ca0.1Sr0.3Mn0.975Fe0.025O3,244.7
Pr0.6Ca0.1Sr0.3MnO3,270.0
Pr0.6Ca0.4Mn0.96Fe0.04O3,90.0
Pr0.6Sr0.2MnO3,276.0
Pr0.6Sr0.35□0.05MnO3,260.0
Pr0.6Sr0.4-xKxMnO3,310.0
Pr0.6Sr0.4CoO3,204.0
Pr0.6Sr0.4Mn0.9Fe0.1O3,123.0
Pr0.6Sr0.4MnO3,310.0
Pr0.71Ca0.29MnO3,114.0
Pr0.73Ca0.27MnO3,127.0
Pr0.75Bi0.05Sr0.1Ba0.1Mn0.96Ti0.04O3,275.0
Pr0.75Ca0.25MnO3,118.0
Pr0.75Sr0.25MnO3,220.0
Pr0.77Pb0.33MnO3,167.0
Pr0.7Ba0.1Sr0.2MnO3,232.7
Pr0.7Ca0.1Sr0.2MnO3,205.5
Pr0.7Sr0.3CoO3,158.0
Pr0.7Sr0.3MnO3,260.0
Pr0.8K0.2MnO3,155.815
Pr0.8Pb0.2MnO3,175.0
Pr0.8Sr0.2MnO3,160.0
Pr0.90Pb0.10MnO3,150.0
Pr0.9Ca0.1MnO3,100.0
Pr1-xNaxMnO3 (x = 0.075),80.0
Pr1.5Nd0.5Fe17,302.0
Pr1.67Sm0.36Fe17,299.0
Pr2CoMnO6,170.0
Pr2Fe14B,565.15
Pr2Fe16.75Al0.25,299.0
Pr2Fe16Mn,294.0
Pr2Fe17,288.5
Pr2FeCrO6,562.0
Pr2FeMnO6,200.0
Pr2Ni2In,7.5
Pr2NiMnO6,213.0
Pr2Pt2In,9.5
Pr3RuO7,50.0
Pr3Si4,102.5
Pr3Si5,11.5
Pr3Tl,11.0
Pr5AgSn3,33.5
Pr60Cu15Fe5Ni10Al10,300.0
Pr6Co2Si3,50.0
Pr7Pd3,15.0
PrAg,6.9
PrAl2,33.5
PrBaCo2O6,210.0
PrCo2B2,16.0
PrCo2Fe,580.0
PrCo3,350.0
PrCu6,2.7
PrFeSi2,26.0
PrMg2,10.0
PrNi,20.0
PrNi3.8Cu1.2,3.6
PrNi5,7.2
PrNiGe2,15.0
PrPd2Ga3,10.9
PrRh2,7.9
PrRhSn,2.95
PrRu2,34.0
PrRu2Ge2,18.0
PrSi,52.5
PrSi2,11.5
Pt₂CoFe,766.0
Pt₂CoNi,544.0
Pt₂CoPd,553.0
Pu2Ni3Si5,65.0
PuAs,123.0
PuAsSe,126.0
PuAsTe,125.0
PuFe2,564.0
PuGa3,20.0
PuGe2,35.0
PuP,126.0
PuPt,19.0
PuPt2,6.0
PuSb,67.0
PuSi,72.0
RCu3Mn4O12,50.0
RaBkO3,275.0
RaCmO3,297.0
Rb2CrCl4,52.4
Rb2MnF6,596.0
Rb2NbCl6,492.4
RbCo2Se2,70.0
RbZrO3,294.0
Rh2FeAl,347.0
Rh2FeGa,395.0
Rh2FeIn,643.0
Rh2NiGe,113.0
RhFe,370.0
Ru2VGe,126.0
Ru2VSi,23.0
Ru2VSn,447.0
RuBr3,13.0
RuI3,2.11
RuZrTiAl,204.0
S-MnSe2,230.0
"SOD-(Al, Mn)N",788.0
"SOD-(Ga, Mn)N",633.0
Sb2Te3,19.5
Sc-doped MoI3,268.064
Sc-doped TiI3,2.7
Sc2O2.875C0.125,590.0
ScFe2,545.0
Si0.95Cr0.05C,859.0
"Sm(Co,Fe,Cu,Zr)",670.4166666666665
Sm(Co0.6Fe0.4)5,1357.0
Sm(Co0.8Fe0.2)5,1080.0
Sm-doped Germanene,545.51
Sm0.1Ca0.9MnO3,110.0
Sm0.25Pr0.3Sr0.45MnO3,225.42
Sm0.35Pr0.2Sr0.45MnO3,182.52
Sm0.52Sr0.48MnO3,117.0
Sm0.55Sr0.45MnO3,165.0
Sm0.56Sr0.44MnO3,134.0
Sm0.58Sr0.42MnO3,135.0
Sm0.6Sr0.4MnO3,118.0
Sm0.7Sr0.3MnO3,106.5
Sm117Co55.6Sn116,86.0
Sm1Fe11Ti1,583.15
Sm20Ni42As31,10.0
Sm2Co7,670.0
Sm2CoMnO6,133.0
Sm2Fe17,413.0
Sm2Fe17Cx,670.15
Sm2Fe17N3,743.0
Sm2Fe7Ti1,653.0
Sm3OsO7,48.0
Sm3Pt23Si11,10.1
Sm4As3,155.0
Sm4Bi3,2.7
Sm4Sb3,155.0
Sm8Fe75Co7Mo10,568.0
SmAl2,120.0
SmCo5,1140.0
SmCrGe3,155.0
SmCuAl3,35.0
SmFe10Co2,885.0
SmFe10CoAl,665.0
SmFe11Ti,568.0
SmFe12,554.0
SmFe4P12,1.6
SmFe4Sb12,45.0
SmFe5,890.0
SmFe9Co2Al,764.0
SmGdFe17,553.0
SmMn6Sn6,405.0
SmN,30.0
SmNi2,21.0
SmNi5,15.0
SmPtIn,25.0
SmRuGe,45.0
Sn(O0.95C0.05)2,358.45
Sn0.85Cr0.15O2,651.62
Sn0.85Mn0.02Cr0.13O2,561.06
Sn0.875Co0.125O2-δ,273.0
Sn0.88Cr0.12O2,574.35
Sn0.89Mn0.02Cr0.09O2,429.93
Sn0.9375Co0.0625O2-δ,273.0
Sn0.98Mn0.02(O0.95C0.05)2,402.26
Sn0.98Mn0.02(O0.97C0.03)2,287.0
Sn0.9Co0.1O2-δ,273.0
Sn0.9Mn0.1Te,6.0
Sn31Co1O32,892.0
Sn31Sc1O32,6.0
Sn31V1O32,178.0
SnCo2O4,340.0
SnFe2O4,390.0
Sr0.9Sn0.1TiO3,200.0
Sr1.25Gd0.75CoO4,62.0
Sr1.4Nd0.6FeMoO6,440.0
Sr1.6Nd0.4FeMoO6,443.0
Sr1.85Nd0.15FeMoO6,428.0
Sr11Re4O24,12.0
Sr2CoMoO6,380.0
Sr2CoO4,255.0
Sr2CrMoO6,450.0
Sr2CrOsO6,725.0
Sr2CrReO6,617.5
Sr2CrTaO6,420.0
Sr2CrWO6,421.5
Sr2FeMo0.65W0.35O6,404.0
Sr2FeMoO6,415.0
Sr2FeMoxW1-xO6 (x=0.2),0.0
Sr2FeReO6,401.0
Sr2MoOsO6,1507.0
Sr2MoReO6,2005.0
Sr2MoWO6,1685.0
Sr3Fe1.8Co0.2O6.93,260.0
Sr3Fe2MoO9,280.0
Sr3Fe2TeO9,717.0
Sr3Fe2UO9,330.0
Sr3Fe2WO9,373.0
Sr3Ru2O7,104.0
Sr3YCo4O10.5,335.0
Sr4Ru3O10,126.5
Sr8CaRe3Cu4O24,440.0
SrC,800.0
SrCo0.6Fe0.4O3,340.0
SrCoO3,280.0
SrFe0.8Co0.2O3-δ,300.0
SrFe12O19,732.0
SrFe4As12,735.0
SrRuO3,160.0
Ta7S12,865.0
Tb,220.0
Tb(Ni0.95Fe0.05)3,156.0
Tb0.2Nd0.8Fe1.9,593.0
Tb0.33Ho0.33Er0.33Al2,45.0
Tb0.4Gd0.6Al2,139.0
Tb0.5Dy0.5,135.0
Tb117Co59Sn111,38.0
Tb12Co7,100.0
Tb2Co2Al,98.0
Tb2CoAl3,47.0
Tb2In,107.5
Tb2NiMnO6,113.0
Tb36Er20Co20Al24,27.0
Tb36Gd20Co20Al24,62.0
Tb36Ho20Co20Al24,30.0
Tb36Pr20Co20Al24,38.0
Tb36Sm20Co20Al24,58.0
Tb36Y20Co20Al24,42.0
Tb3Co2.2Si1.8,132.0
Tb3Co8Sn4,91.0
Tb3CoGe2,110.0
Tb3Fe24.7Si4.3,500.0
Tb3Ni6Al2,57.15
Tb3NiGe2,135.0
Tb4CrGa12,22.0
Tb5(Si2.2Ge1.8),111.0
Tb55Co20Al25,105.0
Tb5Ni2In4,125.0
Tb5Si2Ge2,100.0
Tb5Si4,225.0
Tb6FeBi2,256.0
Tb6FeSb2,246.0
TbAl2,106.5
TbCo1.9Fe0.1,303.0
TbCo2,230.5
TbCo2Mn0.1,284.0
TbCo2Mn0.2,320.0
TbCo3B2,30.0
TbCoAl,70.0
TbCoC2,28.0
TbCuSi,47.0
TbFe2,703.0
TbFe2 (polycrystalline),694.0
TbFe2 (single crystal),694.0
TbFe3,648.0
TbFeAl,196.0
TbGa6,397.0
TbMn6Ge6,450.0
TbMnO3,27.0
TbN,39.4
TbNi,52.0
TbNi2,37.0
TbNi2Mn,140.0
TbNi4Si,37.0
TbNi5,24.5
TbNiAl,47.0
TbNiIn,70.5
TbPdAl,43.0
TbPtMg,58.0
TbZn,204.0
TcC,100.0
TcGe,300.0
TcSi,200.0
TdGa,154.0
Th4Fe13Sn5,375.0
Ti-doped AlP,599.0
Ti-doped MoI3,604.827
Ti0.125Sr0.875O,385.49
Ti0.2Fe2.8O4,602.0
Ti0.5Cr0.5N,140.0
Ti0.5Cr0.5Si2N4,295.0
Ti0.75Cr0.25Si2N4,300.0
Ti0.875V0.125O1.9375,340.0
Ti0.875V0.125O2,82.0
Ti0.98Cr0.02O2,230.61
Ti0.98Cr0.02O2(0.98)(TiO)0.02,460.18
Ti1-xCoxO2 (x = 0.01 to 0.12),400.0
Ti2FeGe,354.0
Ti2FeSn,475.0
Ti2N,39.0
TiI3,16.4
TiO2(0.98)(TiO)0.02,387.52
TiO:Co,300.0
TiTe,370.0
TiVFeAl,488.0
TiVFeGe,306.0
TiVFeSi,256.0
Tl2Mn2O7,131.5
TlCrS2,90.0
TlCrSe2,105.0
TlFeF3,120.0
TlNiF3,127.0
Tm2CdS4,221.04
Tm2Co2Ga,11.5
Tm2Cu2Cd,15.0
Tm2Cu2In,39.4
Tm3Co,6.0
Tm4CoCd,4.5
Tm4PdMg,6.0
Tm4PtMg,4.5
Tm57Cu25Al18,6.3
Tm60Co20Ni20,6.7
TmAl2,6.0
TmCo5,1020.0
TmCuAl,4.0
TmCuSi,7.4
TmFe2,550.0
TmMn2Si2,5.5
TmTe,8.35
TmZn,8.2
U2IrGa3,72.0
U2PtGa3,80.0
U2RhGa3,60.0
U2RuGa3,73.0
U3Cu4Ge4,71.0
U3Ga2Ge3,90.0
U6CoH18,167.5
U6FeH17,167.5
UAu0.8Sb2,10.0
UCoGe,3.0
UCoSn,83.0
UCu2Ge2,107.5
UCuAs2,133.0
UF3,1.59
UFe0.39Ge2,37.0
UFe2,162.0
UFe4P12,3.1
UFe6Ga6,515.0
UFeSb2,31.0
UGa2,125.5
UGe2,52.0
UH3,165.0
UNiAlH0.7,87.0
UOs0.25Ge2,45.0
UPdGe,30.0
UPdIn,7.0
UPt,29.0
URu0.29Ge2,63.0
USe1.28Te0.72,69.0
USe2,14.0
USeS,24.0
UTe,106.0
V(TCNE)x · y(CH2Cl2),400.0
V-doped MoI3,291.892
V-doped TiI3,260.0
V-doped ZnO,273.0
VBO3,33.0
VCl2,230.0
VGe2P3N,380.0
VGe2P4,90.0
VGeSnP4,110.0
VO2,340.15
VPtGe,608.0
VPtSi,464.0
VPtSn,805.0
VS2,143.8
VSbSr,862.0
VSe2,359.0
VSe2 (D-V'Se defective),215.0
VSe2 (V'Se defective),307.0
WO3 + K,850.0
WO3 + Li,700.0
WO3 + Na,800.0
Y2 Ga25 N27 - Zn27 O27,286.82
Y2Co7,640.0
Y2CoMnO6,75.925
Y2CrMnO6,74.5
Y2Fe17,324.0
Y2NiMnO6,81.0
Y2O2.875C0.125,405.0
Y3 Zn27 O27 - Ga25 N27,155.04
Y3Co8Sn4,61.5
Y3Fe5O12,552.5
Y3Fe5O12 (YIG),560.0
Y3[Fe2-xGax](Fe3-yGay)O12 (x + y = 1.5),348.0
YBaCo2O5.5,300.0
YCo12B6,150.0
YCo3B2,150.0
YCo5,980.0
YCo9Si4,25.0
YFe11Ti,540.0
YFe3,569.0
YFe4Ge2,963.0
Yb4MnSb11,53.0
YbBO3,469.4
YbCrO4,25.0
YbInNi4,3.0
YbNi2,10.5
YbNi4P2,0.17
YbNi5,0.55
YbNiSn,5.65
YbRh,1.2
Zn0.25Ni0.75Fe2O4,729.5
Zn0.2Fe2.8O4,763.5
Zn0.2Ni0.4Cu0.4Fe2O4,705.0
Zn0.54Co0.46Cr0.6Fe1.4O4,319.75
Zn0.5Ni0.5Fe2O4,517.25
Zn0.75Cr0.25Te,300.0
Zn0.75Ni0.25Fe2O4,295.2
Zn0.7Cu0.3Fe2O4,272.0
Zn0.7Ni0.3Fe2O4,302.0
Zn0.85Co0.15O,398.0
Zn0.88Cr0.12O,426.5
Zn0.9375Ce0.0625O,300.0
Zn0.9375Eu0.0625O,720.0
Zn0.9583Ce0.0417O,300.0
Zn0.95Co0.05O,723.15
Zn0.9687Ce0.0313O,300.0
Zn0.98Ni0.02O,300.0
Zn0.99Co0.01O,300.0
Zn0.99Fe0.01O,400.0
Zn0.99Ni0.01O,300.0
Zn0.9ZnI0.01Co0.1O,273.0
Zn1-xMnxO,273.0
Zn14Nd2O16,273.0
Zn14NdO16,273.0
Zn14Pd2O16,860.0
Zn14V2O16,300.0
Zn15NdO16,273.0
Zn15O13N2,600.0
Zn30W2O32,390.0
Zn34Fe2O36Fe3,390.0
ZnCMn3,470.0
ZnCr2O4,401.0
ZnCr2Se4,115.0
ZnGeAs2:Mn,350.0
ZnGeP2:Mn,350.0
ZnMnO,273.0
ZnO with Zn vacancy,860.0
ZnO-2%Mn,425.0
ZnO-5%Mn,300.0
ZnO-C,400.0
ZnO:Co,300.0
ZnO:Cr,2000.0
ZnO:Ni,2000.0
ZnO:V,2000.0
ZnSnAs2:Mn,350.0
Zn₂CoMn,967.0
Zr15Cr1Se32,224.0
Zr15Mn1Se32,201.0
Zr15Mo1Se32,379.0
Zr15Re1Se32,611.0
Zr15Tc1Se32,139.0
Zr15W1Se32,209.0
Zr2Co11,773.15
Zr2CoAl,287.86
Zr2CoGa,502.03
Zr2CoGe,280.69
Zr2CoH5,128.0
