#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
Mn-20Cu,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn-30Cu,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn-Bi,,,,,,720.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-diluted GaMnP:C,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-diluted GaN,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped Bi2Se3,,,,,,5.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped CuO,,,,,,80.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped GaAs,,,,,,172.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped GaAs (cited),,,,,,70.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped GaN,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped GaN (0.06 at% Mn),,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped GaN (0.1 at% Mn),,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped GaP,273.0,273.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped Ge,116.0,116.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped MoI3,644.901,644.901,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped Si,,,,,,152.5,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped SiC,279.01,279.01,,,,300.0,,,,,20.99000000000001,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-doped TiI3,205.0,205.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-doped ZnO,623.0,623.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,False,exp-sim
Mn-implanted 3C-SiC,,,,,,245.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-implanted 6H-SiC,,,,,,245.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-implanted Si,,,,,,50.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn-including InAs,,,,,,280.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn/Ag(001),,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn/Fe codoped ZnS,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn/GaAs,,,,,,20.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn/SnO2,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.006Ge0.994,25.0,25.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.026Ti0.974O2,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.027Ge0.973,,,,,,250.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.02Ge0.98,,,,,,208.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.02Zn0.98O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.03(Bi2Se3),,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.03125Ge0.96875,,,,,,120.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.033Ge0.967,,,,,,285.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.035Ge0.965,116.0,116.0,,,,116.0,,,,,0.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.03Bi1.97Se3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.03Cr1.97O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.03Ti0.97O2,,,,,,680.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.044Ge0.956,,,,,,250.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.048Ti0.952O2,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.04Ge0.96,,,,,,310.1333333333334,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.04Zn0.96O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.053Ge0.947,,,,,,50.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.05Bi1.95Se3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.05Cr1.95O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.05Ge0.95,,,,,,225.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.05Sn0.95O2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.05Ti0.95O2,,,,,,680.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.05Zr0.95O2,,,,,,380.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.06(Bi2Se3),,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.061Ge0.939,,,,,,295.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.064Ge0.895Te0.041,,,,,,369.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.066Ti0.934O2,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.06Ge0.94,285.0,285.0,,,,300.0,,,,,15.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Mn0.06Zn0.94O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.07Cr1.93O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.07Ti0.93O2,,,,,,680.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.08Zn0.92O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.09Zn0.91O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.10Cr1.90O3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.125Ge0.875,400.0,400.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.13Zn0.87O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.14Sn0.86Bi2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.15Ge0.85,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.15TaS2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.15Zn0.18Fe0.67O4,,,,,,323.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.176Ti0.824O2,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.17TiSe2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.1Bi1.9Se3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.1Fe0.9PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.1Ni0.4Zn0.5Fe2O4,,,,,,595.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.1Ni0.9Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.1Si0.9,70.0,70.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.1TiSe2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.20Cd0.80PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.23Ge0.77,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.23TaS2,,,,,,85.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.25Fe1.75Sn,,,,,,546.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.25NbSe2,,,,,,25.0,25.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.25TiSe2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.262Zn0.206Fe2.532O4,,,,,,473.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.29Ge0.71,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.2Fe0.8In2S4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.2Fe0.8Nb2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.2Ni0.3Zn0.5Fe2O4,,,,,,596.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.2Ni0.8Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.2Zn0.8Fe2O4,,,,,,402.24,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.32Sn0.68Bi2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.33NbS2,,,,,,48.0,48.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.33NbSe2,,,,,,22.0,22.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.33S2Ta,,,,,,80.0,80.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.375Ti0.625O2,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.39Zn0.61F2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.3Co0.6Zn0.4Fe1.7O4,,,,,,430.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.3Fe0.7PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.3Ni0.2Zn0.5Fe2O4,,,,,,585.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.3Ni0.7Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.3Ni2Zn10.7,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.3Pd0.7,,,,,,6.41,6.41,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.3Zn0.7F2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.3Zn0.7Fe2O4,,,,,,306.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.45Sn0.55Bi2Te4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.4Cd0.6Cr2S4,,,,,,79.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.4Fe0.6Nb2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.4Fe0.6PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.4Ni0.6Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.4Sm0.6CoGe,,,,,,270.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.4Zn0.6Fe2O4,,,,,,483.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.4Zn0.6In0.035Fe1.965O4,,,,,,614.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.4Zn0.6In0.070Fe1.930O4,,,,,,627.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.4Zn0.6In0.100Fe1.900O4,,,,,,635.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.4Zn0.6In0.5Fe1.5O4,,,,,,402.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.50Fe1.50Sn,,,,,,468.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.52Cd0.48PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.52Si0.48,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.53Si0.47,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.54Si0.46,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Al0.5Ni,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Co0.5Al,157.0,157.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Fe0.5Al,186.0,186.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Fe0.5B,,,,,,796.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Fe0.5Nb2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Fe0.5NiSi0.955Al0.045,,,,,,475.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Fe0.5PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Ni0.5,,,,,,295.0,295.0,,,,,Tc_sim not available in any source,Tc_exp available in: DS1DS2,False,False,True,exp-sim
Mn0.5Ni0.5Al,20.0,20.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Ni0.5Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.5Ru0.5Co2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.5TiSe2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Zn0.5Al0.4Fe1.6O4,,,,,,327.55,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Zn0.5Cr2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Zn0.5F2,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.5Zn0.5Fe2O4,,,,,,389.94124999999997,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.5Zn0.5Ho0.1Fe1.9O4,,,,,,354.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.5Zn0.5La0.05Fe1.95O4,,,,,,441.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.5Zn0.5La0.1Fe1.9O4,,,,,,420.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.60Fe1.25P0.66Si0.34S0.00,,,,,,323.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.25P0.66Si0.34S0.01,,,,,,319.9,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.25P0.66Si0.34S0.02,,,,,,309.7,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.25P0.66Si0.34S0.03,,,,,,305.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.25P0.66Si0.34S0.04,,,,,,303.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.30P0.64Si0.36F0.00,,,,,,325.4,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.30P0.64Si0.36F0.01,,,,,,306.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.30P0.64Si0.36F0.02,,,,,,295.3,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.60Fe1.30P0.64Si0.36F0.03,,,,,,278.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.61Zn0.39Fe2O4,,,,,,401.64,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.66Fe1.29P0.58Si0.42,,,,,,450.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.66Fe1.29P0.63Si0.37,,,,,,390.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.66Fe1.29P0.66Si0.34,,,,,,350.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.67In0.22□0.11WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.67Zn0.33Fe2O4,,,,,,630.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.68Cd0.17PS3(Et4N)0.30,,,,,,16.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.6Al0.4Ni,,,,,,284.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Cd0.4Cr2S4,,,,,,72.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe0.4Nb2O6,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.6Fe0.4PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.6Fe1.22W0.05P0.64Si0.36,,,,,,266.7,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe1.23W0.04P0.64Si0.36,,,,,,286.2,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe1.24W0.03P0.64Si0.36,,,,,,301.8,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe1.25W0.02P0.64Si0.36,,,,,,302.6,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe1.26W0.01P0.64Si0.36,,,,,,312.1,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe1.27P0.64Si0.36,,,,,,326.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.6Fe2.4O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.6Ni0.4Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.6Sm0.4CoGe,,,,,,315.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Mn0.6Zn0.4Fe2O4,,,,,,602.375,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.70Mo0.30WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.71In0.19□0.10WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.725Ni0.275Ga0.35,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.73Cd0.05PS3(bipy)0.44,,,,,,24.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.73Cr0.27CoGe,190.0,190.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.73Fe0.27NiGe,,,,,,80.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.75Al0.25CoGe,286.0,286.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.75Cr0.25CoGe,322.0,322.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.75Fe1.25Sn,,,,,,383.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.75Fe2.25O4,,,,,,783.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.778Zn0.128Sn0.004Fe2+0.098Fe3+1.992O4,,,,,,542.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.778Zn0.128Ti0.004Fe2+0.098Fe3+1.992O4,,,,,,543.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.77PS3(bipy)0.44,,,,,,40.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.782Zn0.128Fe2+0.09Fe3+2O4,,,,,,538.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.7Fe0.3In2S4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.7Fe0.3NiGe,,,,,,154.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.7Fe0.3PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.7Ir0.3Co2O4,,,,,,160.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.7Mg0.3Fe2O4,,,,,,463.15,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.7Ni0.3Cl2·2H2O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.7Zn0.3Fe2O4,,,,,,460.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.80In0.14□0.06WO4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Mn0.81Ni0.19,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.825Fe0.175As,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.82Cd0.18PS3,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.85Co0.3Ni0.85Si0.82Ga0.18,,,,,,239.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.85Co0.3Ni0.85Si0.88Ga0.12,,,,,,520.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.85Co0.3Ni0.85Si0.9Ga0.1,,,,,,542.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.85Cr0.15CoGe,,,,,,345.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.85Mg0.15V2O4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Mn0.85Ni0.85Fe0.30Si0.85Ga0.15,,,,,,504.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Mn0.86PS3(Et4N)0.28,,,,,,40.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Mn0.87Fe0.13CoGe,,,,,,285.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
