#mammos csv v1
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,
composition,Tc_sim,Tc_sim_nemad,Tc_sim_dftv2,Tc_sim_spin,Tc_sim_re_free,Tc_exp,Tc_exp_ds1ds2,Tc_exp_re_free,Tc_exp_dftv2,Tc_exp_literature,Tc_delta,source_sim_target,source_exp_target,contains_rare_earth,pair_exists,use_for_emb,delta_info
Zn0.7Ni0.1Cu0.2Fe2O4,,,,,,282.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.7Ni0.2Cu0.1Fe2O4,,,,,,296.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.7Ni0.3Fe2O4,302.0,302.0,,,,409.3333333333333,,,,,107.33333333333331,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.80Co0.20Fe2O4,,,,,,170.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.80Co0.20O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.80Fe0.20S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.80Sb0.20Cr1.92Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.81Al0.04Ni0.15O,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.82Mn0.18Cr2Se4,,,,,,1043.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.82Mn0.18O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.83Al0.06Ni0.11O,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.84Co0.04Ni0.06O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.84Dy0.19Cr2.08Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.84Sb0.16Cr1.95Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.85Co0.15O,398.0,398.0,,,,300.0,,,,,-98.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.85Dy0.13Cr2.16Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.85Mn0.15O0.9N0.1,,,,,,130.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.87Al0.06Ni0.07O,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.87Cu0.08Li0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.87Mn0.13Cr2Se4,,,,,,1043.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.87Mn0.13In2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.87V0.13O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.8830Cr0.1170S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.88Co0.05Cu0.07O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.88Cr0.12O,426.5,426.5,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.88Mn0.12Cr2Se4,,,,,,1133.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.89Dy0.05Cr2.18Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.89Sb0.11Cr1.97Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.8Cr0.2Te,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.8Cu0.2FeCrO4,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.8Fe0.2Cr2S4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.8Mn0.2O,,,,,,39.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.8Ni0.2Fe2O4,,,,,,440.72,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.8Ni0.2FeCrO4,,,,,,500.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9066Cr0.0934S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.909Mn0.091O,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.90Co0.10O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.90Cu0.05Li0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.90Dy0.10Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.90Fe0.10S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.90Mn0.05Ni0.05O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.90Mn0.10O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.90Nd0.10Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.911Cr0.089O,,,,,,325.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.922Fe0.078O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.922Mn0.078GeAs2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9282Fe0.0718O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.92Al0.03Fe0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.92Co0.05Gd0.03O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.92Co0.05La0.03O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.92Cr0.08O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.92Cr1.90Gd0.21Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.92Fe0.05La0.03O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.92Fe0.08O,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.92Mn0.08O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.9328Mn0.0672O:N,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.935Mn0.065O,,,,,,375.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.935Nd0.065O,,,,,,860.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.9375Ce0.0625O,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.9375Eu0.0625O,720.0,720.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.9377Cr0.0623S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.93Co0.07O,,,,,,398.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.93Mn0.07O,,,,,,189.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.93Nd0.08Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.93Ni0.07O,,,,,,340.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.93[Cr1.95Sn0.05]Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.944Fe0.066O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.944Mn0.056GeP2,,,,,,312.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.946Mn0.054Li0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.947Mn0.053GeAs2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Co0.06O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Fe0.04Al0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Fe0.05Cu0.01O,,,,,,550.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Fe0.06S,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.94Mg0.01Ni0.05O,,,,,,600.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Mn0.06GeP2,,,,,,350.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94Mn0.06O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.94V0.06O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.953Mn0.047GeAs2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9583Ce0.0417O,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.959Fe0.041O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.95Co0.04Al0.01O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.95Co0.05O,723.15,723.15,,,,339.8,,,,,-383.34999999999997,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.95Co0.05O:H,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.95Cr0.05O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.95Cr0.05Te,,,,,,327.25,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Cu0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Cu0.05O (annealed),,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.95Dy0.05Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.95Eu0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.95Fe0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Fe0.05S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Mn0.05O,,,,,,413.3333333333333,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Mn0.05O (MH10),,,,,,595.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.95Mn0.05Te,,,,,,2.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.95Nd0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.95Ni0.05O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.95V0.05O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9644Mn0.0356O:N,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.964Mn0.032Li0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9687Ce0.0313O,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.968Fe0.032O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.968Mn0.032O,,,,,,310.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.96Ag0.02Al0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.96Co0.04O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.96Cr1.96Gd0.16Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.96Cu0.02Al0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.96Dy0.04S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.96Fe0.03Al0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.96Mn0.03Al0.01O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.96Mn0.04O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.96Nd0.05Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.96V0.04O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9745Mn0.0255O:N,,,,,,143.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.9759Cr0.0241S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.975Fe0.025O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.975Mn0.025O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.9775Mn0.0225O:N,,,,,,120.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.978Mn0.022O,,,,,,350.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9795Ag0.0005Al0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.9795Cu0.0005Al0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.97Co0.03O,,,,,,250.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.97Co0.03O with ZnO buffer layer,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.97Cr0.03O,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.97Cr0.03O:H,,,,,,400.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.97Cu0.03O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.97Eu0.03O,,,,,,726.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.97Mn0.03O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.97Nd0.03O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.97Nd0.03O (cited from G. Vijayaprasath et al. 2015),,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,False,exp-sim
Zn0.97Sb0.03O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9815Mn0.0185O:N,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Zn0.982Mn0.018O,,,,,,311.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.982Mn0.018O:N,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.985Cr0.015O,,,,,,325.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.985Eu0.015O,,,,,,717.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.987Mn0.013GeAs2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.989Fe0.011O,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.98Ag0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Co0.02O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Cu0.02O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Dy0.02S,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.98Eu0.02O,,,,,,718.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.98Fe0.02O,,,,,,385.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Mn0.02O,,,,,,253.33333333333334,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Mn0.02O/C0.10,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,False,exp-sim
Zn0.98Ni0.02O,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.98Sb0.02O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.98Sb0.02O (low oxygen pressure),,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,False,exp-sim
Zn0.991Co0.009O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.995Sb0.005O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.996Cr0.004O,,,,,,325.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9972Mn0.0028GeAs2,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.998Mn0.0125Sn1.00As2.003,,,,,,329.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9995Ag0.0005O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9995Cu0.0005O,,,,,,273.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.99Co0.01O,300.0,300.0,,,,457.7166666666667,,,,,157.7166666666667,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.99Cr1.87Al0.13Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.99Cr1.97Ho0.032Se4.00,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,True,False,True,exp-sim
Zn0.99Eu0.01O,,,,,,643.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.99Fe0.01O,400.0,400.0,,,,300.0,,,,,-100.0,Tc_sim available in: Nemad,Tc_exp available in: Nemad,False,True,True,exp-sim
Zn0.99Mn0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.99Nd0.01O,,,,,,300.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,True,False,True,exp-sim
Zn0.99Ni0.01O,300.0,300.0,,,,,,,,,,Tc_sim available in: Nemad,Tc_exp not available in any source,False,False,True,exp-sim
Zn0.9Co0.1O,,,,,,738.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9Cr0.1O,,,,,,154.0,,,,,,Tc_sim not available in any source,Tc_exp available in: Nemad,False,False,True,exp-sim
Zn0.9Cu0.1Cr2Se4,,,,,,,,,,,,Tc_sim not available in any source,Tc_exp not available in any source,False,False,True,exp-sim
